Bani Monthly
Start date:,10/1/2023 12:00:00 AM
End date:,10/31/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Weather station ambient temperature,Max wind speed - WS (Standard),Production meter L-N voltage,Production meter active power,"SMA SHP-125 INV - 1, AC Power","SMA SHP-125 INV - 2, AC Power","SMA SHP-125 INV - 3, AC Power","SMA SHP-125 INV - 4, AC Power","SMA SHP-125 INV - 5, AC Power","SMA SHP-125 INV - 6, AC Power","SMA SHP-125 INV - 7, AC Power","SMA SHP-125 INV - 8, AC Power","SMA SHP-125 INV - 9, AC Power","SMA SHP-125 INV - 10, AC Power","SMA SHP-125 INV - 11, AC Power","SMA SHP-125 INV - 12, AC Power","SMA SHP-125 INV - 13, AC Power","SMA SHP-125 INV - 14, AC Power","SMA SHP-125 INV - 15, AC Power","SMA SHP-125 INV - 16, AC Power"
10/1/2023 8:30:00 AM,489.193,76.53015,63.3602,3,13.601,1105.62,77.2796,76.4473,69.3379,57.7062,73.6412,77.0212,78.1245,76.6359,61.8439,69.8539,74.5942,53.5847,58.075,58.5971,74.752,69.2649
10/1/2023 8:45:00 AM,614.464,85.3311,64.9632,3,13.60533,1377.56,96.4104,95.7225,85.7017,69.0568,95.1848,96.6338,98.3578,96.0535,75.9089,86.9019,94.5149,63.3879,72.5903,73.1561,94.9503,86.9683
10/1/2023 9:00:00 AM,741.825,93.7759,66.428,3,13.63863,1638.49,114.647,113.643,101.236,79.3197,113.98,115.467,117.735,114.344,89.091,103.761,113.778,72.1543,87.139,87.2296,114.895,106.544
10/1/2023 9:15:00 AM,815.359,104.1255,68.231,3,13.61677,1759.08,122.691,121.833,108.218,83.6986,122.3,123.432,124.999,122.644,94.9414,111.971,123.42,75.6531,94.7037,94.6975,124.981,117.989
10/1/2023 9:30:00 AM,835.015,111.375,69.7929,4,13.62157,1776.22,124.514,123.945,109.805,83.8466,123.938,123.823,124.975,124.008,95.8743,113.1,124.475,74.4813,96.7808,95.8298,125.001,120.266
10/1/2023 9:45:00 AM,853.192,113.2195,71.0531,4,13.63187,1791.62,125.003,124.998,111.87,84.4257,124.997,124.999,125.002,124.95,97.394,114.203,124.989,73.3014,99.8517,97.975,125.001,122.963
10/1/2023 10:00:00 AM,819.173,113.4175,71.6347,6,13.6162,1708.56,117.703,117.634,110.469,80.0394,119.856,115.902,118.18,124.071,93.5459,110.77,117.445,67.5966,100.79,99.6064,121.35,120.106
10/1/2023 10:15:00 AM,867.206,112.221,72.3237,7,13.59713,1797.43,123.723,122.578,113.722,83.7576,122.775,124.67,125.003,124.294,97.9667,115.05,124.351,71.7069,106.051,101.944,124.804,124.535
10/1/2023 10:30:00 AM,847.515,113.9855,73.6285,7,13.62313,1789.56,118.757,117.832,112.144,84.5623,120.789,119.143,124.391,120.756,97.2892,115.75,123.999,72.6675,109.884,105.898,124.911,123.478
10/1/2023 10:45:00 AM,870.325,115.3625,75.0259,6,13.61857,1803.35,119.562,119.89,114.762,86.9127,124.099,123.343,122.025,122.154,100.73,114.744,124.659,72.2418,111.342,107.147,124.999,124.643
10/1/2023 11:00:00 AM,798.136,116.731,76.2919,5,13.60047,1710.45,108.369,109.727,111.459,78.3998,108.871,109.893,113.906,114.479,92.8204,106.54,108.291,68.1457,103.231,96.1923,115.144,113.241
10/1/2023 11:15:00 AM,862.984,115.65,76.6438,8,13.6221,1787.46,115.202,118.531,117.324,85.0516,116.496,119.463,122.021,121.195,107.588,112.806,115.413,73.9708,116.361,112.271,120.278,121.207
10/1/2023 11:30:00 AM,831.681,113.826,77.1545,7,13.63577,1711.96,114.419,114.329,115.94,87.5519,116.807,115.927,113.256,116.464,100.776,112.943,118.99,74.814,115.676,111.294,124.497,123.314
10/1/2023 11:45:00 AM,853.84,112.417,77.8823,7,13.63913,1841.7,124.983,123.941,117.816,93.342,123.899,124.376,125.004,123.322,106.46,112.427,123.284,76.7589,115.57,112.11,124.744,124.232
10/1/2023 12:00:00 PM,850.609,113.703,78.6627,6,13.6377,1848.55,124.293,123.564,117.469,95.5921,122.737,124.465,125.004,122.765,108.002,112.528,123.627,80.4797,116.738,113.538,124.88,124.749
10/1/2023 12:15:00 PM,842.726,113.806,79.2157,6,13.61243,1838.94,124.169,122.406,117.137,97.8079,121.069,122.073,122.892,116.687,107.804,113.435,123.574,85.2324,116.309,113.473,123.635,122.069
10/1/2023 12:30:00 PM,814.452,114.8015,79.9104,6,13.60257,1684.04,118.358,112.735,113.049,98.3706,117.428,111.19,116.032,119.705,105.669,102.031,112.959,83.0321,107.433,104.07,107.729,115.907
10/1/2023 12:45:00 PM,863.276,116.763,80.9033,6,13.67433,1854.15,124.127,122.437,119.877,105.978,119.579,123.215,123.887,120.637,114.248,114.738,117.927,93.7515,117.262,116.524,119.334,122.744
10/1/2023 1:00:00 PM,845.7,117.5945,81.8425,5,13.67367,1865.38,116.131,116.23,116.49,103.185,113.801,122.448,120.939,120.195,114.008,117.462,123.881,101.626,122.541,121.336,123.147,123.805
10/1/2023 1:15:00 PM,775.791,114.365,81.5729,6,13.66733,1612.76,102.482,101.237,105.613,101.622,102.829,99.2885,106.401,104.379,95.8911,109.253,108.681,103.058,109.889,103.819,110.35,104.056
10/1/2023 1:30:00 PM,598.635,113.3635,81.0667,5,13.63867,1134.39,86.6213,76.587,80.0921,77.5559,75.9368,76.1153,86.7752,83.6635,70.8891,79.642,79.0694,72.0489,69.1272,66.7943,80.2655,80.7227
10/1/2023 1:45:00 PM,873.448,111.73,80.6702,4,13.628,1935.75,122.729,122.862,123.185,120.43,123.59,123.658,123.707,117.623,119.215,123.244,123.152,115.16,123.731,123.217,125,123.622
10/1/2023 2:00:00 PM,878.412,117.6695,81.8996,4,13.62937,1863.6,121.119,116.032,120.882,120.176,121.21,119.241,122.555,114.124,117.818,109.451,108.137,107.544,113.096,113.139,106.018,111.345
10/1/2023 2:15:00 PM,640.74,113.959,81.7077,4,13.63177,1376.55,87.1936,82.2511,86.7808,84.9318,88.0282,84.779,88.5126,86.4184,88.7849,89.5989,85.3119,87.1873,89.2344,89.1024,87.1917,87.9181
10/1/2023 2:30:00 PM,770.311,116.797,82.4949,3,13.637,1568.42,103.973,109.227,104.742,104.589,108.319,108.51,107.842,105.823,103.938,100.727,93.2719,92.3001,91.2354,93.6236,94.0507,104.322
10/1/2023 2:45:00 PM,718.081,120.928,83.0376,3,13.61877,1638.03,100.457,95.6884,101.748,100.907,105.755,99.3411,101.678,97.5744,101.027,103.576,105.222,108.923,110.297,111.033,108.452,106.593
10/1/2023 3:00:00 PM,894.448,124.253,84.042,4,13.6178,1967.69,124.066,120.53,123.063,123.445,125.001,125.001,125.001,120.063,122.884,124.972,124.905,124.686,124.78,124.862,125.003,125.001
10/1/2023 3:15:00 PM,843.72,125.3695,84.3425,3,13.62243,1863.77,115.528,107.781,110.243,106.652,105.098,114.933,114.377,111.134,110.167,122.547,120.656,123.464,123.826,123.557,124.53,121.513
10/1/2023 3:30:00 PM,683.449,121.1195,83.5244,4,13.6062,1439.51,98.6681,92.9872,99.701,92.7782,87.6303,91.1048,97.443,89.3608,84.8412,79.8796,85.8858,75.3225,78.8959,73.8611,85.003,88.366
10/1/2023 3:45:00 PM,871.874,124.36,84.4087,3,13.61063,1848.94,111.673,109.608,109.144,107.768,112.699,118.224,115.757,112.297,111.321,120.296,119.417,121.155,122.179,120.298,123.805,119.736
10/1/2023 4:00:00 PM,615.104,117.8185,83.0902,4,13.599,1361.77,94.6782,90.2312,92.1704,92.1084,88.0058,86.5418,91.5887,85.5832,85.6901,64.1504,85.5017,86.1184,86.5272,85.557,86.6978,86.047
10/1/2023 4:15:00 PM,642.895,121.0275,83.6329,3,13.60213,1576.91,89.9565,95.4695,93.3998,97.0283,94.3803,93.5101,91.5249,92.8975,82.8765,74.6844,111.04,113.337,113.831,114.322,114.197,107.333
10/1/2023 4:30:00 PM,853.902,119.5825,83.3416,4,13.61657,1840.27,123.666,123.031,122.324,119.684,119.935,122.089,124.644,117.126,100.213,59.4903,112.624,120.579,117.231,119.807,121.866,119.254
10/1/2023 4:45:00 PM,831.874,124.067,84.1448,3,13.60677,1724.28,119.762,119.127,117.636,116.946,117.601,118.974,121.881,107.347,87.3003,35.9533,90.7558,117.701,113.563,116.02,120.094,113.847
10/1/2023 5:00:00 PM,741.678,122.8265,83.6421,4,13.6128,1550.57,105.291,110.11,105.162,104.43,99.8678,108.232,108.223,90.4116,66.7527,23.8335,55.547,106.565,107.288,109.666,113.896,103.952
10/1/2023 5:15:00 PM,123.831,108.306,81.5774,3,13.58857,211.684,15.5266,11.856,15.9089,16.2004,11.9576,14.3525,16.5457,14.8608,11.6429,6.6616,10.0988,19.0061,20.6625,20.2595,18.7494,18.6859
10/1/2023 5:30:00 PM,371.961,94.1788,79.4877,1,13.59433,539.018,50.7398,50.8228,46.8101,43.9754,21.3023,42.4731,51.5196,22.9754,17.9116,5.15417,8.18687,10.6888,29.5182,46.3579,48.2093,47.2037
10/1/2023 5:45:00 PM,409.021,108.3914,80.3195,2,13.60433,511.955,57.8538,57.6344,52.3574,34.8818,16.8843,31.4965,56.8699,20.1541,12.7651,4.4986,5.10103,6.40327,16.8491,36.3831,49.356,52.1405
10/1/2023 6:00:00 PM,262.782,104.1112,83.3347,2,13.61957,225.153,37.2436,33.1752,21.1419,11.8831,5.48223,12.8763,36.7795,9.1492,4.99413,3.80573,4.19443,5.0337,5.0189,8.01793,13.1017,14.3532
10/1/2023 6:15:00 PM,44.93,88.79635,80.8165,1,13.6281,81.7347,12.3323,8.56083,5.07663,4.54003,3.7117,4.0725,12.6676,3.6996,3.6527,2.89983,3.17573,3.84373,3.61567,3.97537,3.83897,4.16297
10/1/2023 6:30:00 PM,18.3107,78.23945,77.8332,0,13.64953,38.631,2.86537,2.70813,2.69517,2.9064,2.3892,2.5061,2.94507,2.38693,2.44083,1.98757,2.15693,2.60873,2.41883,2.63093,2.49197,2.5934
10/1/2023 6:45:00 PM,6.76733,70.9848,74.8979,0,13.6679,18.043,1.30017,1.26697,1.3277,1.44857,1.1954,1.24507,1.30623,1.19717,1.2535,1.02423,1.10897,1.34073,1.2422,1.3499,1.2688,1.29187
10/1/2023 7:00:00 PM,-1.09033,66.36135,72.647,0,13.674,1.58667,0.2376,0.2295,0.251,0.2779,0.2178,0.228467,0.243067,0.222667,0.2221,0.1723,0.199233,0.256633,0.2264,0.265033,0.242133,0.251833
10/1/2023 7:15:00 PM,-3.604,63.26875,70.7618,0,13.6551,-2.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2023 7:30:00 PM,-3.357,61.45965,69.0296,0,13.65387,-2.73467,,,,,,,,,,,,,,,,
10/1/2023 7:45:00 PM,-2.818,60.3702,67.7614,0,13.67333,-2.74267,,,,,,,,,,,,,,,,
10/1/2023 8:00:00 PM,-2.753,59.53155,66.524,0,13.69777,-2.75333,,,,,,,,,,,,,,,,
10/1/2023 8:15:00 PM,-2.20833,58.97585,65.7836,0,13.692,-2.74867,,,,,,,,,,,,,,,,
10/1/2023 8:30:00 PM,-1.81233,58.6884,65.186,0,13.64233,-2.72833,,,,,,,,,,,,,,,,
10/1/2023 8:45:00 PM,-1.804,58.6014,64.5416,0,13.65333,-2.737,,,,,,,,,,,,,,,,
10/1/2023 9:00:00 PM,-2.042,58.32035,64.1771,0,13.6619,-2.74367,,,,,,,,,,,,,,,,
10/1/2023 9:15:00 PM,-1.821,57.4881,63.6984,0,13.6709,-2.747,,,,,,,,,,,,,,,,
10/1/2023 9:30:00 PM,-1.454,56.98915,63.1751,0,13.67703,-2.749,,,,,,,,,,,,,,,,
10/1/2023 9:45:00 PM,-1.66233,56.3858,62.6015,0,13.69587,-2.759,,,,,,,,,,,,,,,,
10/1/2023 10:00:00 PM,-1.207,56.54235,62.3261,0,13.70487,-2.76033,,,,,,,,,,,,,,,,
10/1/2023 10:15:00 PM,-1.83433,57.2052,62.3684,0,13.7083,-2.77,,,,,,,,,,,,,,,,
10/1/2023 10:30:00 PM,-1.52833,57.06515,62.2016,0,13.6349,-2.74133,,,,,,,,,,,,,,,,
10/1/2023 10:45:00 PM,-2.24767,56.73645,62.0668,0,13.644,-2.757,,,,,,,,,,,,,,,,
10/1/2023 11:00:00 PM,-1.997,55.9326,61.6429,0,13.63323,-2.75933,,,,,,,,,,,,,,,,
10/1/2023 11:15:00 PM,-1.798,55.59845,61.3058,0,13.59577,-2.729,,,,,,,,,,,,,,,,
10/1/2023 11:30:00 PM,-1.96533,55.6424,61.2738,0,13.60823,-2.74467,,,,,,,,,,,,,,,,
10/1/2023 11:45:00 PM,-1.66067,55.14615,60.7757,0,13.63657,-2.757,,,,,,,,,,,,,,,,
10/2/2023 12:00:00 AM,-1.291,54.96675,60.3746,0,13.6413,-2.75933,,,,,,,,,,,,,,,,
10/2/2023 12:15:00 AM,-1.704,54.7589,60.2878,0,13.6553,-2.76567,,,,,,,,,,,,,,,,
10/2/2023 12:30:00 AM,-1.698,54.23705,59.8924,0,13.6673,-2.77133,,,,,,,,,,,,,,,,
10/2/2023 12:45:00 AM,-1.70133,54.13085,59.7142,0,13.68267,-2.77867,,,,,,,,,,,,,,,,
10/2/2023 1:00:00 AM,-2.10567,53.48725,59.4331,0,13.6828,-2.779,,,,,,,,,,,,,,,,
10/2/2023 1:15:00 AM,-1.245,53.08165,59.3737,0,13.7,-2.78667,,,,,,,,,,,,,,,,
10/2/2023 1:30:00 AM,-1.31167,53.04235,59.2423,0,13.7071,-2.791,,,,,,,,,,,,,,,,
10/2/2023 1:45:00 AM,-1.315,52.96175,59.0024,0,13.70753,-2.79133,,,,,,,,,,,,,,,,
10/2/2023 2:00:00 AM,-1.93433,52.76215,58.7624,0,13.70347,-2.79067,,,,,,,,,,,,,,,,
10/2/2023 2:15:00 AM,-1.11967,52.52775,58.7418,0,13.71787,-2.79333,,,,,,,,,,,,,,,,
10/2/2023 2:30:00 AM,-1.03833,52.66325,58.8333,0,13.72457,-2.8,,,,,,,,,,,,,,,,
10/2/2023 2:45:00 AM,-1.41567,53.08255,58.9784,0,13.66347,-2.77433,,,,,,,,,,,,,,,,
10/2/2023 3:00:00 AM,-1.42733,52.9608,58.9247,0,13.64577,-2.76667,,,,,,,,,,,,,,,,
10/2/2023 3:15:00 AM,-1.21067,53.37555,59.2674,0,13.646,-2.76767,,,,,,,,,,,,,,,,
10/2/2023 3:30:00 AM,-1.94533,53.73625,59.0972,0,13.65923,-2.77567,,,,,,,,,,,,,,,,
10/2/2023 3:45:00 AM,-1.90633,53.40945,58.8047,0,13.66433,-2.78233,,,,,,,,,,,,,,,,
10/2/2023 4:00:00 AM,-1.864,52.70995,58.5808,0,13.65153,-2.78933,,,,,,,,,,,,,,,,
10/2/2023 4:15:00 AM,-1.70533,52.54425,58.1626,0,13.6541,-2.79467,,,,,,,,,,,,,,,,
10/2/2023 4:30:00 AM,-1.45833,52.5644,58.0072,0,13.644,-2.78567,,,,,,,,,,,,,,,,
10/2/2023 4:45:00 AM,-1.67967,52.5754,58.222,0,13.64277,-2.78267,,,,,,,,,,,,,,,,
10/2/2023 5:00:00 AM,-1.67567,52.4536,58.2963,0,13.63257,-2.77833,,,,,,,,,,,,,,,,
10/2/2023 5:15:00 AM,-2.47267,51.7624,57.7775,0,13.60833,-2.76733,,,,,,,,,,,,,,,,
10/2/2023 5:30:00 AM,-1.78367,51.8301,57.5741,0,13.59357,-2.758,,,,,,,,,,,,,,,,
10/2/2023 5:45:00 AM,-1.65867,51.4566,57.2497,0,13.58523,-2.75333,,,,,,,,,,,,,,,,
10/2/2023 6:00:00 AM,-2.071,50.7187,56.8452,0,13.58253,-2.74767,,,,,,,,,,,,,,,,
10/2/2023 6:15:00 AM,-1.74867,50.8441,56.6864,0,13.58733,-2.75733,,,,,,,,,,,,,,,,
10/2/2023 6:30:00 AM,-1.58833,50.8505,56.507,0,13.58643,-2.76,,,,,,,,,,,,,,,,
10/2/2023 6:45:00 AM,-1.66267,50.564,56.3687,0,13.5809,-2.748,,,,,,,,,,,,,,,,
10/2/2023 7:00:00 AM,-0.483333,49.81325,56.0602,0,13.60477,-0.731333,0.1115,0.108433,0.104867,0.1914,0.137957,0.108567,0.109633,0.0799,0.0979,0.134381,0.148,0.148895,0.11713,0.164263,0.163048,0.157571
10/2/2023 7:15:00 AM,7.54867,49.79765,55.9483,0,13.61877,14.8817,1.11263,1.0956,1.06997,1.01097,1.07397,1.1051,1.1297,1.0117,1.0057,0.992933,1.0572,0.9558,1.00117,1.03943,1.11683,1.09483
10/2/2023 7:30:00 AM,25.5317,50.77725,56.3105,0,13.64433,57.7733,3.94017,3.89907,3.7707,3.5356,3.84963,3.87273,3.99,3.8221,3.5186,3.61317,3.76333,3.36633,3.50857,3.57483,3.93307,3.86193
10/2/2023 7:45:00 AM,56.225,53.1723,57.1708,0,13.67223,134.515,9.05297,8.978,8.63823,7.93197,8.80653,8.89667,9.17853,8.91793,7.9613,8.44257,8.46147,7.39027,7.90933,7.9694,9.00543,8.67393
10/2/2023 8:00:00 AM,119.339,57.2482,58.4414,0,13.6719,260.598,17.4488,17.472,16.5176,14.6571,17.0468,17.395,17.79,17.3818,15.139,16.2863,16.4853,13.6696,14.9277,14.897,17.5144,16.6933
10/2/2023 8:15:00 AM,199.744,61.9577,59.9336,1,13.67087,431.017,29.2599,29.1344,27.1366,23.435,28.4804,28.9509,29.6769,28.9756,24.7429,26.8719,27.6342,21.493,24.1634,24.1072,28.637,27.5511
10/2/2023 8:30:00 AM,292.872,66.4374,61.275,1,13.6749,635.02,43.553,43.1189,39.646,33.4855,43.0308,43.1827,44.9295,42.966,35.8979,39.4304,41.9902,30.8035,35.0314,35.0983,43.0659,40.8731
10/2/2023 8:45:00 AM,402.606,72.42035,62.5387,2,13.66057,880.676,60.4799,59.8491,54.5633,44.9497,60.2235,60.2474,63.3103,59.6878,48.9232,54.715,58.9478,40.9196,48.0957,48.0626,60.5641,56.8129
10/2/2023 9:00:00 AM,530.752,81.42545,64.136,2,13.65747,1159.12,79.9036,79.1326,71.5561,57.58,79.7938,80.0999,84.4752,78.9021,63.9087,71.8436,78.5542,51.7352,62.8415,62.5914,80.8454,76.8842
10/2/2023 9:15:00 AM,618.285,90.18435,65.7287,3,13.64743,1342.69,91.7254,91.1627,82.2601,65.3375,91.6834,92.9494,98.8084,91.6057,73.659,83.4198,91.5016,58.9495,73.063,72.5435,94.825,91.4282
10/2/2023 9:30:00 AM,661.586,97.05355,67.6551,2,13.63957,1437.43,98.6138,98.0963,88.3687,69.4596,98.2546,99.6533,105.407,98.5838,78.7214,89.4959,98.3166,62.2943,79.1829,78.1702,101.555,98.2065
10/2/2023 9:45:00 AM,745.801,104.7045,69.6535,3,13.60923,1606.43,111.15,110.407,98.9011,76.1185,110.147,111.898,116.847,110.866,87.3231,100.556,110.443,67.3041,89.2047,87.5829,113.653,109.719
10/2/2023 10:00:00 AM,818.212,112.2835,71.461,2,13.6329,1734.11,121.056,120.327,107.228,80.8526,119.725,121.368,124.559,120.615,93.8267,108.619,120.14,69.8502,97.6236,94.9509,122.973,118.641
10/2/2023 10:15:00 AM,846.154,117.276,73.3543,3,13.62053,1773.26,124.215,123.536,110.051,82.0825,122.757,124.587,125.003,124.032,95.97,110.84,123.265,69.6886,101.752,98.3528,125.001,122.065
10/2/2023 10:30:00 AM,850.763,119.8705,75.2384,3,13.63157,1778.14,124.286,123.572,110.624,82.5408,122.868,124.499,125.004,123.977,96.0649,110.528,123.324,69.3621,103.848,100.084,125.001,122.376
10/2/2023 10:45:00 AM,853.768,120.74,76.862,4,13.63943,1785.68,124.451,123.864,111.761,83.4583,123.077,124.593,125.003,124.171,97.1154,110.374,123.25,69.0865,105.866,101.919,125.002,122.677
10/2/2023 11:00:00 AM,855.436,121.3385,78.1577,3,13.62233,1791.87,124.567,122.713,112.978,84.5983,123.138,124.648,125.008,122.736,98.8668,110.359,123.254,68.9814,108.16,104.071,125.001,123.103
10/2/2023 11:15:00 AM,851.554,122.0575,79.3825,4,13.61443,1793.7,123.786,122.682,113.245,85.5501,122.054,123.978,125,122.302,100.139,109.779,122.789,69.2685,109.982,105.955,124.578,123.034
10/2/2023 11:30:00 AM,847.404,122.3285,80.5491,4,13.61297,1799.25,122.957,122.466,113.674,87.5784,121.267,123.338,124.939,121.983,101.773,109.362,122.291,71.2208,111.792,107.935,124.155,123.059
10/2/2023 11:45:00 AM,842.381,122.491,81.2712,3,13.6052,1799.07,121.917,121.658,113.906,90.0328,120.313,122.191,123.885,121.943,103.288,108.832,121.174,74.1453,112.526,109.052,122.853,122.312
10/2/2023 12:00:00 PM,838.831,122.408,82.207,4,13.62723,1806.67,121.854,121.561,114.802,93.246,120.042,121.628,123.27,121.513,105.275,108.827,120.263,78.0184,113.362,110.308,121.93,121.911
10/2/2023 12:15:00 PM,833.057,123.736,83.4044,4,13.61947,1807.42,120.652,120.444,114.88,95.9656,119.189,120.408,122.176,120.492,106.615,108.571,118.82,82.1493,113.83,111.09,121.234,121.333
10/2/2023 12:30:00 PM,831.859,123.9105,83.8717,3,13.6228,1820.53,120.762,120.464,115.819,99.2875,119.123,120.501,122.064,120.408,108.779,109.647,119.527,87.3768,115.304,113.451,120.565,121.233
10/2/2023 12:45:00 PM,846.002,124.7105,84.3985,4,13.62467,1858.63,122.03,121.09,118.579,104.015,120.094,122.359,123.764,120.396,112.319,112.59,121.104,93.7483,117.788,116.704,122.722,123.612
10/2/2023 1:00:00 PM,851.109,123.6835,84.7401,4,13.61,1883.5,121.482,121.351,119.713,107.592,121.317,122.846,123.972,119.493,114.672,114.817,121.674,98.7718,120.293,119.125,123.785,124.293
10/2/2023 1:15:00 PM,843.822,121.813,84.7675,4,13.61163,1881.13,122.104,119.127,118.465,108.515,119.648,122.427,123.714,119.148,114.378,115.288,120.994,102.132,120.562,119.51,123.255,123.557
10/2/2023 1:30:00 PM,712.909,120.426,84.5401,4,13.64823,1637.85,104.067,100.775,104.167,93.0503,109.407,106.137,99.911,106.388,97.5955,110.142,114.451,100.232,114.007,110.19,114.703,107.806
