Soluga IV Monthly
Start date:,10/1/2023 12:00:00 AM
End date:,10/31/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Weather station ambient temperature,Max wind speed - Weather Station 1 (Standard w/o POA),Production meter L-N voltage,Production meter active power,"Schneider XC 680kW Inverter - 1, Active Power","Schneider XC 680kW Inverter - 2, Active Power","Schneider XC 680kW Inverter - 3, Active Power","Schneider XC 680kW Inverter - 4, Active Power","Schneider XC 680kW Inverter - 5, Active Power"
10/2/2023 9:30:00 AM,529.8013,91.29733,80.43169,3,0.013702,1987.414,387.5267,401.1267,397.14,402.5067,405.6233
10/2/2023 9:45:00 AM,587.0551,97.23501,80.65781,2,0.01369033,2172.305,424.3367,438.79,434.1867,439.9967,442.4033
10/2/2023 10:00:00 AM,642.9284,102.4557,81.12669,2,0.01369756,2355.997,462.8567,475.51,470.8067,476.6367,478.8267
10/2/2023 10:15:00 AM,695.3874,107.618,81.70946,2,0.01367489,2519.152,495.5567,507.8167,503.5167,509.9533,512.2333
10/2/2023 10:30:00 AM,741.3862,110.7691,81.6447,3,0.01377033,2665.741,523,537.0467,533.4434,541.0067,542.3367
10/2/2023 10:45:00 AM,784.2225,112.4395,81.79018,4,0.01385022,2812.162,551.97,566.72,563.25,570.96,572.1334
10/2/2023 11:00:00 AM,825.856,113.1315,82.83862,3,0.01381311,2943.786,577.01,592.8333,590.25,599.1533,599.6967
10/2/2023 11:15:00 AM,861.295,115.8059,83.16233,5,0.01380133,3045.03,597.9867,614.38,611.2233,620.3433,618.1833
10/2/2023 11:30:00 AM,891.5264,116.655,83.3452,4,0.01378945,3133.049,614.2167,630.17,628.7133,637.9267,641.0667
10/2/2023 11:45:00 AM,919.4938,120.6109,83.8838,3,0.01384733,3203.191,626.6,644.3333,643.4333,652.65,656.4833
10/2/2023 12:00:00 PM,939.5091,123.4954,84.67255,4,0.01384322,3253.825,637.8,656.0167,653.89,662.9633,664.71
10/2/2023 12:15:00 PM,958.8336,124.1573,84.74174,4,0.01387,3309.941,649,667.7067,665.47,675.0667,675.7233
10/2/2023 12:30:00 PM,970.0677,124.8425,85.14648,3,0.01385011,3276.828,644.1433,662.3,660.74,669.1166,664.0833
10/2/2023 12:45:00 PM,980.0201,128.1712,85.86402,3,0.01384611,3341.469,657.1733,674.8867,672.2867,679.7567,681.3766
10/2/2023 1:00:00 PM,995.829,127.0013,85.87831,5,0.01381578,3346.302,659.1567,677.1866,677.1633,679.21,678.01
10/2/2023 1:15:00 PM,921.2139,124.6105,85.68339,3,0.013805,2977.803,594.0667,603.16,607.0733,607.3233,586.8
10/2/2023 1:30:00 PM,915.0159,125.408,86.27283,4,0.01382956,2999.175,598.92,608.1334,602.47,607.68,602.25
10/2/2023 1:45:00 PM,978.7084,126.9154,86.69329,4,0.01385022,3273.863,644.6067,660.0067,660.1633,667.8333,664.0433
10/2/2023 2:00:00 PM,953.2897,126.2142,87.4492,5,0.01384933,3260.092,635.8967,656.87,656.5034,665.4933,667.3666
10/2/2023 2:15:00 PM,907.4796,125.4218,87.41072,4,0.013845,3111.232,610.4434,629.8567,626.71,635.1133,627.9467
10/2/2023 2:30:00 PM,883.9376,123.5311,87.24129,4,0.01385355,3048.94,596.2333,614.56,612.4767,620.54,622.73
10/2/2023 2:45:00 PM,849.1901,123.0675,87.48288,3,0.01384522,2932.617,571.4867,591.0833,588.9833,597.5167,598.8933
10/2/2023 3:00:00 PM,809.5526,123.6058,88.01709,3,0.01382922,2797.208,543.97,562.88,561.3967,569.1467,572.87
10/2/2023 3:15:00 PM,765.3444,121.6854,87.91019,3,0.01384622,2661.489,518.6533,536.23,533.1767,541.09,543.5733
10/2/2023 3:30:00 PM,724.9655,118.3139,87.38393,4,0.01383122,2535.816,494.32,511.3233,508.3067,515.7733,516.2067
10/2/2023 3:45:00 PM,677.5323,115.3497,86.95161,3,0.01382178,2372.808,462.6733,478.5533,475.5167,482.5233,482.3167
10/2/2023 4:00:00 PM,623.9427,111.6774,86.14659,4,0.01382044,2195.465,427.5933,444.1167,437.26,447.5167,446.63
10/2/2023 4:15:00 PM,569.5316,109.1217,85.74088,4,0.01374033,1982.715,380.7467,404.9767,388.5933,408.22,406.6533
10/2/2023 4:30:00 PM,507.2008,106.983,85.5884,3,0.01374644,1740.256,328.4433,359.1667,335.41,362.1633,360.59
10/2/2023 4:45:00 PM,446.7424,104.9079,85.32912,2,0.013744,1509.756,279.41,314.5667,287.8333,316.9833,316.27
10/2/2023 5:00:00 PM,384.3184,102.8658,85.15566,2,0.01372489,1268.137,227.5633,267.22,243.0667,269.16,266.28
10/2/2023 5:15:00 PM,322.3456,98.38297,84.40482,3,0.01369133,1026.687,178.63,220.5633,197.2367,222.2633,213.33
10/2/2023 5:30:00 PM,256.03,94.24921,83.69576,2,0.01368978,763.555,127.2133,168.4133,146.7867,170.47,156.3
10/2/2023 5:45:00 PM,196.9238,90.56668,82.759,2,0.01366989,524.091,82.16333,121.0533,101.8533,123.1733,102.1933
10/2/2023 6:00:00 PM,135.9648,86.29665,81.74702,1,0.01367367,307.7427,43.34333,74.98,61.68667,78.47334,56.51333
10/2/2023 6:15:00 PM,65.80661,80.34833,80.6296,0,0.013652,145.2227,20.36333,36.80667,30.70333,41.89333,23.32
10/2/2023 6:30:00 PM,20.76647,72.54246,78.15931,0,0.01365222,50.88733,9.38,12.74,11.63,15.74333,9.64
10/2/2023 6:45:00 PM,9.070687,67.0081,75.0986,0,0.01357422,3.097333,2.133333,2.323333,2.236667,2.43,2.35
10/2/2023 7:00:00 PM,2.124896,63.45298,72.73324,0,0.01362333,-19.077,-2.13,-2.196667,-2.156667,-2.103333,-1.943333
10/2/2023 7:15:00 PM,0.05135143,61.38986,70.49599,0,0.01367611,-23.58933,-2.996667,-3.113333,-3.04,-3.036667,-2.81
10/2/2023 7:30:00 PM,-0.293349,59.62391,68.51794,0,0.01369811,-16.39233,-1.286667,-1.913333,-1.39,-1.206667,-1.573333
10/2/2023 7:45:00 PM,-0.3235839,58.64303,67.20922,0,0.01374289,-9.360666,0,0,0,0,0
10/2/2023 8:00:00 PM,-0.2785344,57.86824,66.39906,0,0.01371867,-9.33,0,0,0,0,0
10/2/2023 8:15:00 PM,-0.451306,57.36253,65.95142,0,0.01370433,-9.3,0,0,0,0,0
10/2/2023 8:30:00 PM,-0.3035597,57.0794,65.31274,0,0.01373467,-9.344666,0,0,0,0,0
10/2/2023 8:45:00 PM,-0.3728733,56.731,64.88297,0,0.01375667,-9.378667,0,0,0,0,0
10/2/2023 9:00:00 PM,-0.436141,56.58929,64.54634,0,0.01373878,-9.352333,0,0,0,0,0
10/2/2023 9:15:00 PM,-0.403389,56.36052,64.0733,0,0.013736,-9.358,0,0,0,0,0
10/2/2023 9:30:00 PM,-0.4681377,56.28377,63.6965,0,0.01374767,-9.382334,0,0,0,0,0
10/2/2023 9:45:00 PM,-0.4315487,55.89998,63.39498,0,0.01374455,-9.380667,0,0,0,0,0
10/2/2023 10:00:00 PM,-0.4042513,55.74519,63.07049,0,0.01374033,-9.373333,0,0,0,0,0
10/2/2023 10:15:00 PM,-0.4095897,55.58612,62.79268,0,0.01375934,-9.392333,0,0,0,0,0
10/2/2023 10:30:00 PM,-0.3697057,55.36652,62.62444,0,0.01377556,-9.423667,0,0,0,0,0
10/2/2023 10:45:00 PM,-0.3649807,55.21903,62.39681,0,0.01378711,-9.445333,0,0,0,0,0
10/2/2023 11:00:00 PM,-0.3693313,55.06259,62.17158,0,0.01378989,-9.462334,0,0,0,0,0
10/2/2023 11:15:00 PM,-0.3589317,54.76918,61.94936,0,0.01378156,-9.448334,0,0,0,0,0
10/2/2023 11:30:00 PM,-0.3756747,54.50621,61.77277,0,0.013798,-9.475667,0,0,0,0,0
10/2/2023 11:45:00 PM,-0.4006483,54.26818,61.58012,0,0.01370022,-9.292334,0,0,0,0,0
10/3/2023 12:00:00 AM,-0.4071153,53.93504,61.34285,0,0.01369489,-9.289667,0,0,0,0,0
10/3/2023 12:15:00 AM,-0.3832963,53.75091,61.16029,0,0.01370467,-9.303333,0,0,0,0,0
10/3/2023 12:30:00 AM,-0.417191,53.62906,60.99795,0,0.013724,-9.34,0,0,0,0,0
10/3/2023 12:45:00 AM,-0.337777,53.45049,60.72234,0,0.01373511,-9.369333,0,0,0,0,0
10/3/2023 1:00:00 AM,-0.3928253,53.25777,60.51578,0,0.01374511,-9.385667,0,0,0,0,0
10/3/2023 1:15:00 AM,-0.3811177,52.8859,60.36431,0,0.01371544,-9.33,0,0,0,0,0
10/3/2023 1:30:00 AM,-0.4260937,52.74906,60.17307,0,0.01370733,-9.346,0,0,0,0,0
10/3/2023 1:45:00 AM,-0.4041957,52.70842,60.05981,0,0.01372133,-9.399667,0,0,0,0,0
10/3/2023 2:00:00 AM,-0.4507973,52.46018,59.87997,0,0.01371989,-9.4,0,0,0,0,0
10/3/2023 2:15:00 AM,-0.435658,52.41755,59.79324,0,0.01371022,-9.383,0,0,0,0,0
10/3/2023 2:30:00 AM,-0.389624,52.22634,59.7171,0,0.01372734,-9.414667,0,0,0,0,0
10/3/2023 2:45:00 AM,-0.4272903,52.00921,59.62601,0,0.01373233,-9.427333,0,0,0,0,0
