
I.

Detected missing values in the 'POA Irradiance' column.
All have been filled with a placeholder value of -999.
Here are missing values during the daytime.
Kindly document this discrepancy in the 'Data Issues' spreadsheet for further review.

+-------+---------------------+----------------+-------------+------------+-------------+---------------+------------+-----------+
| Index |      Timestamp      | POA Irradiance | Temperature | Wind Speed | Meter Power | Meter Voltage | Inverter_1 | Day/Night |
|   55  | 2023-09-01 13:15:00 |     -999.0     |   74.01305  |  2.37267   |   1462.69   |    7.326543   |  1470.43   |    Day    |
|   56  | 2023-09-01 13:30:00 |     -999.0     |   75.83792  |  2.71789   |   1999.52   |    7.336363   |  2018.17   |    Day    |
|   57  | 2023-09-01 13:45:00 |     -999.0     |   77.16898  |  2.26794   |   1802.13   |    7.316394   |  1817.23   |    Day    |
|   58  | 2023-09-01 14:00:00 |     -999.0     |   77.51655  |  3.12072   |   2101.34   |    7.319927   |   2115.7   |    Day    |
|   59  | 2023-09-01 14:15:00 |     -999.0     |   77.62831  |  3.23839   |   2148.71   |    7.309677   |   2171.0   |    Day    |
|   60  | 2023-09-01 14:30:00 |     -999.0     |   77.82912  |  2.98644   |    2115.7   |    7.31237    |  2134.53   |    Day    |
|   61  | 2023-09-01 14:45:00 |     -999.0     |   78.14597  |  3.29283   |   1994.97   |    7.30962    |  2014.73   |    Day    |
|   62  | 2023-09-01 15:00:00 |     -999.0     |   78.61533  |   3.4135   |   2080.47   |     7.3374    |  2096.47   |    Day    |
|   63  | 2023-09-01 15:15:00 |     -999.0     |   78.48585  |  3.33844   |   1920.44   |    7.330217   |  1934.33   |    Day    |
|   64  | 2023-09-01 15:30:00 |     -999.0     |   78.95947  |  3.79072   |   1891.28   |    7.33306    |   1905.9   |    Day    |
|   65  | 2023-09-01 15:45:00 |     -999.0     |   79.46566  |  4.14594   |   1806.56   |    7.331733   |  1819.67   |    Day    |
|   66  | 2023-09-01 16:00:00 |     -999.0     |   79.89581  |  3.44078   |   1684.35   |    7.329733   |   1694.8   |    Day    |
|   67  | 2023-09-01 16:15:00 |     -999.0     |   79.23461  |  4.10867   |   1566.84   |    7.32162    |  1575.73   |    Day    |
|   68  | 2023-09-01 16:30:00 |     -999.0     |   79.35359  |  4.28494   |   1444.99   |    7.315677   |  1453.97   |    Day    |
|   69  | 2023-09-01 16:45:00 |     -999.0     |   79.26167  |  3.77128   |   1307.96   |    7.325797   |  1314.13   |    Day    |
|   70  | 2023-09-01 17:00:00 |     -999.0     |   79.30096  |  3.84496   |   1195.47   |    7.34019    |   1200.3   |    Day    |
|   71  | 2023-09-01 17:15:00 |     -999.0     |   78.97442  |  3.95494   |   1028.09   |    7.32673    |  1031.77   |    Day    |
|   72  | 2023-09-01 17:30:00 |     -999.0     |   79.07922  |  3.06856   |   924.446   |    7.32347    |   927.3    |    Day    |
|   73  | 2023-09-01 17:45:00 |     -999.0     |   78.19101  |  4.02681   |   718.625   |    7.318463   |  720.533   |    Day    |
|   74  | 2023-09-01 18:00:00 |     -999.0     |   77.77533  |  3.50167   |    580.17   |    7.329987   |   582.5    |    Day    |
|   75  | 2023-09-01 18:15:00 |     -999.0     |   77.19107  |   3.0986   |   401.845   |    7.333187   |  403.633   |    Day    |
|   76  | 2023-09-01 18:30:00 |     -999.0     |   76.72536  |  2.80155   |   245.404   |    7.334553   |   247.4    |    Day    |
|   77  | 2023-09-01 18:45:00 |     -999.0     |   75.69994  |  2.99878   |   114.062   |    7.33793    |  115.833   |    Day    |
|   78  | 2023-09-01 19:00:00 |     -999.0     |   75.39349  |   2.7635   |   77.5687   |    7.34142    |  79.2667   |    Day    |
|   79  | 2023-09-01 19:15:00 |     -999.0     |   75.10782  |  2.32172   |   57.9692   |    7.288933   |  59.7333   |    Day    |
|   80  | 2023-09-01 19:30:00 |     -999.0     |   74.18827  |  2.31233   |   43.8134   |    7.290683   |  45.6667   |    Day    |
|   81  | 2023-09-01 19:45:00 |     -999.0     |   72.96467  |  1.96745   |   10.7367   |    7.29727    |  12.6333   |    Day    |
|   82  | 2023-09-01 20:00:00 |     -999.0     |   72.13515  |  1.87328   |   -2.51303  |    7.30199    |    0.0     |    Day    |
|   83  | 2023-09-01 20:15:00 |     -999.0     |   71.03417  |  1.49456   |   -2.48998  |    7.277183   |    0.0     |    Day    |
|   84  | 2023-09-01 20:30:00 |     -999.0     |   70.5123   |  1.52872   |   -2.49947  |    7.28619    |    0.0     |    Day    |
|   85  | 2023-09-01 20:45:00 |     -999.0     |   70.33635  |  1.76133   |   -2.50795  |    7.29104    |    0.0     |    Day    |
|   86  | 2023-09-01 21:00:00 |     -999.0     |   69.20562  |  0.965666  |   -2.5124   |    7.29518    |    0.0     |    Day    |
|   87  | 2023-09-01 21:15:00 |     -999.0     |   68.24474  |  1.09522   |   -2.51764  |    7.306227   |    0.0     |    Day    |
|   88  | 2023-09-01 21:30:00 |     -999.0     |   67.73702  |  1.08672   |   -2.51623  |    7.30209    |    0.0     |    Day    |
|   89  | 2023-09-01 21:45:00 |     -999.0     |   66.56062  |  0.747555  |   -2.50835  |    7.292527   |    0.0     |    Day    |
|   90  | 2023-09-01 22:00:00 |     -999.0     |    66.112   |  1.35895   |   -2.51774  |    7.307213   |    0.0     |    Day    |
|   91  | 2023-09-01 22:15:00 |     -999.0     |   65.5162   |  0.748778  |   -2.53381  |    7.321374   |    0.0     |    Day    |
|   92  | 2023-09-01 22:30:00 |     -999.0     |   64.78554  |  1.16206   |   -2.53854  |    7.326683   |    0.0     |    Day    |
|   93  | 2023-09-01 22:45:00 |     -999.0     |   64.14478  |  0.997411  |   -2.52794  |    7.298967   |    0.0     |    Day    |
|  137  | 2023-09-02 09:45:00 |     -999.0     |   72.90986  |  0.966388  |   1457.36   |     7.3094    |  1463.57   |    Day    |
|  138  | 2023-09-02 10:00:00 |     -999.0     |   74.6188   |  0.991444  |   1568.21   |    7.291443   |  1576.23   |    Day    |
|  139  | 2023-09-02 10:15:00 |     -999.0     |   75.66363  |  1.44589   |   1653.15   |    7.274356   |  1664.87   |    Day    |
|  140  | 2023-09-02 10:30:00 |     -999.0     |   76.82111  |  1.75722   |   1759.05   |    7.283423   |   1770.7   |    Day    |
|  141  | 2023-09-02 10:45:00 |     -999.0     |   77.68091  |  2.01359   |   1856.02   |    7.308823   |  1868.87   |    Day    |
|  142  | 2023-09-02 11:00:00 |     -999.0     |   78.00197  |  1.82983   |   1931.72   |    7.297243   |   1946.2   |    Day    |
|  143  | 2023-09-02 11:15:00 |     -999.0     |   78.01713  |   1.7855   |    1992.8   |    7.28752    |  2008.83   |    Day    |
|  144  | 2023-09-02 11:30:00 |     -999.0     |   78.17479  |  1.44828   |    2054.8   |    7.287907   |  2071.93   |    Day    |
|  145  | 2023-09-02 11:45:00 |     -999.0     |    78.343   |  1.77344   |   2100.78   |    7.301164   |   2120.3   |    Day    |
|  146  | 2023-09-02 12:00:00 |     -999.0     |   79.11539  |    1.7     |    2129.4   |    7.296983   |   2150.3   |    Day    |
|  147  | 2023-09-02 12:15:00 |     -999.0     |   80.15195  |  1.33067   |   2149.84   |    7.323727   |  2170.67   |    Day    |
|  148  | 2023-09-02 12:30:00 |     -999.0     |   81.79831  |  1.31978   |   2152.24   |    7.341483   |  2173.07   |    Day    |
|  149  | 2023-09-02 12:45:00 |     -999.0     |   83.78811  |  1.63817   |   2151.85   |    7.328126   |  2173.07   |    Day    |
|  150  | 2023-09-02 13:00:00 |     -999.0     |   83.34802  |   1.309    |    2152.0   |    7.330317   |   2173.0   |    Day    |
|  151  | 2023-09-02 13:15:00 |     -999.0     |   84.32276  |  1.79917   |   2151.71   |    7.32313    |  2172.77   |    Day    |
|  152  | 2023-09-02 13:30:00 |     -999.0     |   85.24068  |  2.31278   |    2151.5   |    7.30811    |  2172.83   |    Day    |
|  153  | 2023-09-02 13:45:00 |     -999.0     |   86.5206   |  2.33039   |    2110.3   |    7.35172    |  2129.97   |    Day    |
|  154  | 2023-09-02 14:00:00 |     -999.0     |   85.95257  |  1.98411   |   2149.86   |    7.346146   |  2171.23   |    Day    |
|  155  | 2023-09-02 14:15:00 |     -999.0     |   86.70461  |  1.62711   |   1949.05   |    7.33473    |  1963.97   |    Day    |
|  156  | 2023-09-02 14:30:00 |     -999.0     |   87.34912  |  1.90739   |   2094.44   |    7.337387   |  2115.63   |    Day    |
|  157  | 2023-09-02 14:45:00 |     -999.0     |   87.25941  |  1.95083   |   1727.18   |    7.314896   |   1742.5   |    Day    |
|  158  | 2023-09-02 15:00:00 |     -999.0     |   86.14993  |  1.77133   |   1306.93   |     7.2959    |  1311.93   |    Day    |
|  159  | 2023-09-02 15:15:00 |     -999.0     |   85.8062   |  1.42733   |   602.015   |    7.293763   |  605.133   |    Day    |
|  160  | 2023-09-02 15:30:00 |     -999.0     |   83.79423  |  1.13172   |   216.858   |    7.31617    |  218.667   |    Day    |
|  161  | 2023-09-02 15:45:00 |     -999.0     |   82.77661  |  0.862722  |   249.856   |    7.35158    |  251.367   |    Day    |
|  162  | 2023-09-02 16:00:00 |     -999.0     |   83.0499   |  0.822222  |    504.31   |    7.380057   |  505.467   |    Day    |
|  163  | 2023-09-02 16:15:00 |     -999.0     |   84.0297   |  0.975944  |   750.342   |    7.355437   |  752.033   |    Day    |
|  164  | 2023-09-02 16:30:00 |     -999.0     |   85.20393  |  0.607555  |   1044.36   |    7.360233   |   1050.1   |    Day    |
|  165  | 2023-09-02 16:45:00 |     -999.0     |   84.98197  |  0.739833  |   293.929   |    7.328797   |  295.567   |    Day    |
|  166  | 2023-09-02 17:00:00 |     -999.0     |   83.29312  |  0.991193  |    56.009   |    7.323267   |    58.3    |    Day    |
|  167  | 2023-09-02 17:15:00 |     -999.0     |   80.86067  |  0.715888  |   66.2158   |    7.344093   |    67.9    |    Day    |
|  168  | 2023-09-02 17:30:00 |     -999.0     |   79.91891  |  1.06339   |   155.566   |    7.368173   |  157.133   |    Day    |
|  169  | 2023-09-02 17:45:00 |     -999.0     |   79.60168  |  0.990389  |   169.205   |    7.358057   |  171.033   |    Day    |
|  170  | 2023-09-02 18:00:00 |     -999.0     |   78.15556  |  1.48444   |   149.882   |    7.336644   |   151.5    |    Day    |
|  171  | 2023-09-02 18:15:00 |     -999.0     |   76.57441  |   1.9521   |   308.411   |    7.36099    |  309.467   |    Day    |
|  172  | 2023-09-02 18:30:00 |     -999.0     |   77.27312  |  1.74128   |   254.455   |    7.335644   |  256.233   |    Day    |
|  173  | 2023-09-02 18:45:00 |     -999.0     |   76.76184  |  2.21639   |   128.582   |    7.332403   |  130.367   |    Day    |
|  174  | 2023-09-02 19:00:00 |     -999.0     |   74.79379  |  3.01267   |   23.7934   |     7.342     |    25.8    |    Day    |
|  175  | 2023-09-02 19:15:00 |     -999.0     |   71.88836  |  2.27118   |   -2.5172   |    7.329677   |    0.0     |    Day    |
|  176  | 2023-09-02 19:30:00 |     -999.0     |   67.81854  |  2.51456   |   -2.51585  |    7.30929    |    0.0     |    Day    |
|  177  | 2023-09-02 19:45:00 |     -999.0     |   66.90134  |   1.934    |    -2.516   |    7.317847   |    0.0     |    Day    |
|  178  | 2023-09-02 20:00:00 |     -999.0     |   66.39753  |  2.22622   |   -2.51367  |    7.31691    |    0.0     |    Day    |
|  179  | 2023-09-02 20:15:00 |     -999.0     |   66.02234  |  2.04194   |   -2.5368   |    7.33971    |    0.0     |    Day    |
|  180  | 2023-09-02 20:30:00 |     -999.0     |   66.64455  |  1.67372   |   -2.53525  |    7.342876   |    0.0     |    Day    |
|  181  | 2023-09-02 20:45:00 |     -999.0     |   66.9684   |   1.102    |   -2.53025  |    7.32859    |    0.0     |    Day    |
|  182  | 2023-09-02 21:00:00 |     -999.0     |   66.54626  |  0.652333  |   -2.53267  |    7.332146   |    0.0     |    Day    |
|  183  | 2023-09-02 21:15:00 |     -999.0     |   66.00031  |  0.888696  |   -2.50177  |    7.278093   |    0.0     |    Day    |
|  184  | 2023-09-02 21:30:00 |     -999.0     |   65.8526   |  0.989333  |   -2.50249  |    7.274106   |    0.0     |    Day    |
|  185  | 2023-09-02 21:45:00 |     -999.0     |   65.73071  |  0.826723  |   -2.49762  |     7.2668    |    0.0     |    Day    |
|  186  | 2023-09-02 22:00:00 |     -999.0     |   65.35751  |  1.30333   |   -2.4938   |    7.255937   |    0.0     |    Day    |
|  187  | 2023-09-02 22:15:00 |     -999.0     |   65.55103  |  0.718763  |   -2.49732  |    7.26261    |    0.0     |    Day    |
|  188  | 2023-09-02 22:30:00 |     -999.0     |   65.08011  |  0.954278  |   -2.50032  |    7.273763   |    0.0     |    Day    |
|  189  | 2023-09-02 22:45:00 |     -999.0     |   64.85925  |  0.587556  |   -2.51602  |    7.29312    |    0.0     |    Day    |
|  233  | 2023-09-03 09:45:00 |     -999.0     |   64.80093  |  2.61428   |   782.033   |    7.29456    |   784.2    |    Day    |
|  234  | 2023-09-03 10:00:00 |     -999.0     |   64.79456  |  2.33094   |    585.72   |    7.282777   |  586.233   |    Day    |
|  235  | 2023-09-03 10:15:00 |     -999.0     |   64.6203   |  2.56328   |   554.924   |    7.302313   |   556.3    |    Day    |
|  236  | 2023-09-03 10:30:00 |     -999.0     |   63.94835  |  2.36833   |   340.953   |    7.293097   |  342.767   |    Day    |
|  237  | 2023-09-03 10:45:00 |     -999.0     |   63.90545  |  2.38772   |   420.684   |    7.293027   |  421.767   |    Day    |
|  238  | 2023-09-03 11:00:00 |     -999.0     |   65.28539  |   2.3551   |   842.904   |    7.299523   |  844.467   |    Day    |
|  239  | 2023-09-03 11:15:00 |     -999.0     |   65.66697  |  2.50302   |   681.761   |    7.286383   |   683.4    |    Day    |
|  240  | 2023-09-03 11:30:00 |     -999.0     |   65.34372  |  2.72356   |    621.11   |    7.285653   |  622.433   |    Day    |
|  241  | 2023-09-03 11:45:00 |     -999.0     |   65.50934  |  2.37161   |   627.587   |    7.297767   |  628.667   |    Day    |
|  242  | 2023-09-03 12:00:00 |     -999.0     |   67.03715  |  2.25922   |   962.786   |    7.304203   |  965.233   |    Day    |
|  243  | 2023-09-03 12:15:00 |     -999.0     |   67.5937   |   2.014    |   851.033   |    7.30717    |  853.667   |    Day    |
|  244  | 2023-09-03 12:30:00 |     -999.0     |   68.38518  |   2.077    |   1326.02   |    7.31968    |   1332.4   |    Day    |
|  245  | 2023-09-03 12:45:00 |     -999.0     |   71.33297  |  2.17717   |   1916.85   |    7.33138    |  1934.17   |    Day    |
|  246  | 2023-09-03 13:00:00 |     -999.0     |   71.32496  |  1.81322   |   1215.62   |    7.310403   |  1219.67   |    Day    |
|  247  | 2023-09-03 13:15:00 |     -999.0     |   71.09747  |  1.65611   |   1318.24   |    7.322673   |   1324.1   |    Day    |
|  248  | 2023-09-03 13:30:00 |     -999.0     |   73.91615  |  2.44417   |   1944.69   |    7.338644   |  1961.87   |    Day    |
|  249  | 2023-09-03 13:45:00 |     -999.0     |   74.28655  |   2.5415   |   1787.19   |    7.32405    |  1797.83   |    Day    |
|  250  | 2023-09-03 14:00:00 |     -999.0     |   73.04443  |  2.55089   |   955.353   |    7.296063   |   959.0    |    Day    |
|  251  | 2023-09-03 14:15:00 |     -999.0     |   73.97517  |  2.55828   |   1253.09   |    7.301104   |   1259.5   |    Day    |
|  252  | 2023-09-03 14:30:00 |     -999.0     |   75.10342  |  2.88706   |    2070.8   |    7.317263   |  2090.03   |    Day    |
|  253  | 2023-09-03 14:45:00 |     -999.0     |   74.93127  |   2.291    |   1011.89   |    7.28338    |   1019.3   |    Day    |
|  254  | 2023-09-03 15:00:00 |     -999.0     |   74.06047  |   2.7365   |   716.016   |    7.276243   |  717.033   |    Day    |
|  255  | 2023-09-03 15:15:00 |     -999.0     |   73.34409  |  2.31272   |   526.489   |    7.270833   |  527.667   |    Day    |
|  256  | 2023-09-03 15:30:00 |     -999.0     |   73.31929  |  1.94106   |   544.545   |    7.28236    |   545.5    |    Day    |
|  257  | 2023-09-03 15:45:00 |     -999.0     |   73.68897  |  2.08478   |   553.146   |    7.283297   |  555.733   |    Day    |
|  258  | 2023-09-03 16:00:00 |     -999.0     |   73.45508  |  2.13411   |   339.723   |    7.27048    |   341.6    |    Day    |
|  259  | 2023-09-03 16:15:00 |     -999.0     |   73.00613  |  2.02644   |   319.513   |    7.270743   |   320.9    |    Day    |
|  260  | 2023-09-03 16:30:00 |     -999.0     |   72.89314  |  3.27143   |   304.545   |    7.264557   |  305.933   |    Day    |
|  261  | 2023-09-03 16:45:00 |     -999.0     |   72.21875  |  2.87933   |   820.276   |    7.28319    |  821.267   |    Day    |
|  262  | 2023-09-03 17:00:00 |     -999.0     |   72.87629  |  3.06551   |   836.007   |    7.289523   |   837.0    |    Day    |
|  263  | 2023-09-03 17:15:00 |     -999.0     |   72.67224  |  2.75628   |   644.326   |    7.28834    |  646.567   |    Day    |
|  264  | 2023-09-03 17:30:00 |     -999.0     |   71.85414  |  2.72795   |   308.883   |    7.269027   |   310.6    |    Day    |
|  265  | 2023-09-03 17:45:00 |     -999.0     |   71.56409  |  1.62639   |   313.191   |    7.27377    |  314.667   |    Day    |
|  266  | 2023-09-03 18:00:00 |     -999.0     |   71.80018  |  1.53606   |   215.757   |    7.27583    |   217.4    |    Day    |
|  267  | 2023-09-03 18:15:00 |     -999.0     |   71.03273  |  2.56528   |   105.385   |    7.26012    |   107.0    |    Day    |
|  268  | 2023-09-03 18:30:00 |     -999.0     |   70.11619  |  2.75536   |   162.352   |    7.271137   |   163.8    |    Day    |
|  269  | 2023-09-03 18:45:00 |     -999.0     |   69.57478  |  2.97344   |   115.249   |    7.27203    |  116.933   |    Day    |
|  270  | 2023-09-03 19:00:00 |     -999.0     |   68.92588  |  3.21855   |   58.1569   |    7.275487   |  59.9667   |    Day    |
|  271  | 2023-09-03 19:15:00 |     -999.0     |   68.33762  |  2.75766   |   26.0445   |    7.264503   |  27.8667   |    Day    |
|  272  | 2023-09-03 19:30:00 |     -999.0     |   67.89404  |  2.66467   |   1.72502   |    7.27022    |    4.1     |    Day    |
|  273  | 2023-09-03 19:45:00 |     -999.0     |   67.54829  |  2.61367   |   -2.51253  |    7.270586   |    0.0     |    Day    |
|  274  | 2023-09-03 20:00:00 |     -999.0     |   66.58489  |  2.39772   |   -2.5141   |    7.275933   |    0.0     |    Day    |
|  275  | 2023-09-03 20:15:00 |     -999.0     |   65.78697  |  2.61433   |    -2.521   |    7.283453   |    0.0     |    Day    |
|  276  | 2023-09-03 20:30:00 |     -999.0     |   65.42577  |  2.41744   |   -2.51966  |    7.281057   |    0.0     |    Day    |
|  277  | 2023-09-03 20:45:00 |     -999.0     |   64.94949  |  2.45433   |   -2.51093  |    7.266843   |    0.0     |    Day    |
|  278  | 2023-09-03 21:00:00 |     -999.0     |   63.98469  |   2.589    |   -2.52806  |    7.294673   |    0.0     |    Day    |
|  279  | 2023-09-03 21:15:00 |     -999.0     |   63.71362  |  1.55783   |   -2.53872  |    7.31375    |    0.0     |    Day    |
|  280  | 2023-09-03 21:30:00 |     -999.0     |   63.74946  |  1.68178   |   -2.53179  |    7.303733   |    0.0     |    Day    |
|  281  | 2023-09-03 21:45:00 |     -999.0     |   63.70216  |  1.76767   |   -2.52863  |    7.292517   |    0.0     |    Day    |
|  282  | 2023-09-03 22:00:00 |     -999.0     |   63.64116  |  1.78378   |   -2.52352  |    7.28454    |    0.0     |    Day    |
|  283  | 2023-09-03 22:15:00 |     -999.0     |   63.39875  |  1.88517   |   -2.52777  |    7.28985    |    0.0     |    Day    |
|  284  | 2023-09-03 22:30:00 |     -999.0     |   62.79427  |  2.51006   |   -2.53587  |    7.30358    |    0.0     |    Day    |
|  285  | 2023-09-03 22:45:00 |     -999.0     |   61.4212   |  2.21389   |   -2.53839  |     7.305     |    0.0     |    Day    |
|  329  | 2023-09-04 09:45:00 |     -999.0     |   59.24334  |  2.02028   |   344.266   |    7.266317   |  346.033   |    Day    |
|  330  | 2023-09-04 10:00:00 |     -999.0     |   59.9104   |  0.780555  |   392.273   |    7.270707   |  393.133   |    Day    |
|  331  | 2023-09-04 10:15:00 |     -999.0     |   60.24062  |  0.670334  |   629.309   |    7.308797   |   630.4    |    Day    |
|  332  | 2023-09-04 10:30:00 |     -999.0     |   61.71138  |  0.828555  |   1245.14   |    7.323104   |  1248.97   |    Day    |
|  333  | 2023-09-04 10:45:00 |     -999.0     |   63.45068  |  1.02189   |   1416.02   |    7.32094    |  1422.13   |    Day    |
|  334  | 2023-09-04 11:00:00 |     -999.0     |   63.13748  |  1.38506   |   1458.55   |    7.31498    |  1464.63   |    Day    |
|  335  | 2023-09-04 11:15:00 |     -999.0     |   62.88721  |  1.25823   |   1453.75   |    7.311167   |  1461.83   |    Day    |
|  336  | 2023-09-04 11:30:00 |     -999.0     |   63.6851   |  1.12683   |   1700.99   |    7.310423   |   1710.7   |    Day    |
|  337  | 2023-09-04 11:45:00 |     -999.0     |   65.35454  |  1.14432   |   1339.77   |    7.298483   |  1346.57   |    Day    |
|  338  | 2023-09-04 12:00:00 |     -999.0     |   65.68346  |  1.42389   |   1416.16   |    7.30388    |  1424.47   |    Day    |
|  339  | 2023-09-04 12:15:00 |     -999.0     |   65.53393  |  1.39889   |    842.69   |    7.28888    |  842.733   |    Day    |
|  340  | 2023-09-04 12:30:00 |     -999.0     |   64.26662  |  0.905278  |   141.255   |    7.242923   |   143.0    |    Day    |
|  341  | 2023-09-04 12:45:00 |     -999.0     |   62.98758  |  1.70739   |   134.774   |    7.242717   |  136.233   |    Day    |
|  342  | 2023-09-04 13:00:00 |     -999.0     |   62.84674  |  0.794389  |   212.135   |    7.232527   |  213.467   |    Day    |
|  343  | 2023-09-04 13:15:00 |     -999.0     |   63.20889  |  0.811944  |   385.742   |    7.23351    |  386.433   |    Day    |
|  344  | 2023-09-04 13:30:00 |     -999.0     |   63.79795  |  0.861556  |   538.972   |    7.248673   |   540.1    |    Day    |
|  345  | 2023-09-04 13:45:00 |     -999.0     |   64.77483  |  0.914333  |   621.551   |    7.25414    |   623.0    |    Day    |
|  346  | 2023-09-04 14:00:00 |     -999.0     |   65.39017  |  1.11906   |   804.037   |    7.259797   |  805.933   |    Day    |
|  347  | 2023-09-04 14:15:00 |     -999.0     |   66.12291  |  0.865111  |    744.99   |    7.25835    |  746.733   |    Day    |
|  348  | 2023-09-04 14:30:00 |     -999.0     |   66.56007  |  0.942555  |   821.675   |    7.263043   |  823.667   |    Day    |
|  349  | 2023-09-04 14:45:00 |     -999.0     |   67.1439   |  0.763444  |   780.199   |     7.2649    |  781.533   |    Day    |
|  350  | 2023-09-04 15:00:00 |     -999.0     |   67.06886  |  0.867833  |   730.197   |    7.261407   |  731.633   |    Day    |
|  351  | 2023-09-04 15:15:00 |     -999.0     |   67.11505  |  1.14889   |   695.174   |    7.257727   |  697.333   |    Day    |
|  352  | 2023-09-04 15:30:00 |     -999.0     |   67.22904  |  0.879666  |   511.013   |    7.24496    |  512.967   |    Day    |
|  353  | 2023-09-04 15:45:00 |     -999.0     |   66.36996  |  0.856111  |   334.909   |    7.241707   |  336.333   |    Day    |
|  354  | 2023-09-04 16:00:00 |     -999.0     |   66.25819  |  0.932384  |   370.816   |    7.248517   |   372.0    |    Day    |
|  355  | 2023-09-04 16:15:00 |     -999.0     |   66.83763  |    0.68    |    496.06   |    7.249133   |  497.233   |    Day    |
|  356  | 2023-09-04 16:30:00 |     -999.0     |   67.32928  |  0.979406  |   501.856   |    7.252007   |  502.933   |    Day    |
|  357  | 2023-09-04 16:45:00 |     -999.0     |   67.07358  |  0.626611  |   369.411   |    7.246983   |   370.5    |    Day    |
|  358  | 2023-09-04 17:00:00 |     -999.0     |   67.0338   |  0.667822  |   318.913   |    7.250987   |  320.433   |    Day    |
|  359  | 2023-09-04 17:15:00 |     -999.0     |   67.17307  |  0.367944  |   274.381   |    7.24055    |  275.667   |    Day    |
|  360  | 2023-09-04 17:30:00 |     -999.0     |   66.69174  |  0.534389  |   201.137   |    7.234997   |  202.767   |    Day    |
|  361  | 2023-09-04 17:45:00 |     -999.0     |   66.13406  |  0.874945  |   112.835   |     7.2375    |  114.467   |    Day    |
|  362  | 2023-09-04 18:00:00 |     -999.0     |   65.62175  |  0.811333  |   81.7778   |    7.243277   |  83.3667   |    Day    |
|  363  | 2023-09-04 18:15:00 |     -999.0     |   65.50736  |  0.818222  |   81.9267   |    7.24122    |  83.4333   |    Day    |
|  364  | 2023-09-04 18:30:00 |     -999.0     |   65.26006  |  1.23217   |   76.9184   |    7.247807   |  78.7333   |    Day    |
|  365  | 2023-09-04 18:45:00 |     -999.0     |   64.8978   |   1.0325   |   42.9448   |    7.252743   |  44.6667   |    Day    |
|  366  | 2023-09-04 19:00:00 |     -999.0     |   64.62621  |  1.16506   |   24.6705   |    7.255126   |  26.5333   |    Day    |
|  367  | 2023-09-04 19:15:00 |     -999.0     |   64.60842  |  1.05756   |   7.20667   |    7.257097   |  9.13333   |    Day    |
|  368  | 2023-09-04 19:30:00 |     -999.0     |   64.34143  |  0.907727  |  -0.599219  |    7.25928    |  1.56667   |    Day    |
|  369  | 2023-09-04 19:45:00 |     -999.0     |   63.95641  |  0.763889  |   -2.51232  |    7.260617   |    0.0     |    Day    |
|  370  | 2023-09-04 20:00:00 |     -999.0     |   63.74089  |  0.743222  |   -2.51203  |    7.255927   |    0.0     |    Day    |
|  371  | 2023-09-04 20:15:00 |     -999.0     |   63.09953  |  0.700944  |   -2.51358  |    7.26266    |    0.0     |    Day    |
