Timestamp;Cosper Creek - Inverter 1 - AC power [W] - P_AC;Cosper Creek - Inverter 8 - AC power [W] - P_AC;Cosper Creek - Inverter 13 - AC power [W] - P_AC;Cosper Creek - Inverter 10 - AC power [W] - P_AC;Cosper Creek - Inverter 14 - AC power [W] - P_AC;Cosper Creek - Inverter 7 - AC power [W] - P_AC;Cosper Creek - Inverter 5 - AC power [W] - P_AC;Cosper Creek - Inverter 4 - AC power [W] - P_AC;Cosper Creek - Inverter 3 - AC power [W] - P_AC;Cosper Creek - Inverter 2 - AC power [W] - P_AC;Cosper Creek - Inverter 6 - AC power [W] - P_AC;Cosper Creek - Inverter 11 - AC power [W] - P_AC;Cosper Creek - Inverter 9 - AC power [W] - P_AC;Cosper Creek - Inverter 12 - AC power [W] - P_AC;Cosper Creek - Meter - Voltage L1L2 [V] - M_AC_U_L1L2;Cosper Creek - Meter - Power [W] - M_AC_P;Cosper Creek - POA - Irradiance [Wh/m²] - SRAD;Cosper Creek - Lufft WS600 - Wind speed [m/s] - E_W_S;Cosper Creek - Module Temperature - Temperature [°C] - T
2023-10-24 12:15:00;7713.433;15001.477;14723.478;14566.045;15598.589;15013.100;;15000.300;14828.800;15191.700;15019.433;14447.189;14388.667;15597.067;12955.609;196784.895;63.971;0.626;13.259
2023-10-24 12:30:00;7364.478;14341.667;14062.833;13912.155;14886.867;14341.133;;14373.800;14187.567;14534.867;14395.667;13844.111;13740.900;14874.823;12940.239;188100.789;59.639;0.817;12.097
2023-10-24 12:45:00;6913.933;13447.578;13172.222;13047.311;13967.067;13487.933;;13506.767;13319.933;13648.000;13504.100;12946.267;12873.267;13939.300;12887.898;176178.139;55.954;1.000;11.262
2023-10-24 13:00:00;5772.867;11292.267;11075.267;10929.445;11710.700;11329.067;;11331.189;11184.800;11456.167;11366.433;10889.322;10813.667;11730.000;12870.101;147001.738;48.459;0.867;10.873
2023-10-24 13:15:00;5468.833;10724.811;10483.000;10346.333;11068.355;10768.000;;10750.433;10648.433;10878.000;10788.233;10331.333;10237.833;11122.578;12877.215;139241.953;46.717;0.810;10.710
2023-10-24 13:30:00;5015.333;9920.800;9665.911;9569.800;10240.767;9940.300;;9935.900;9825.433;10039.267;9962.633;9517.167;9446.711;10272.467;12894.817;128243.879;43.686;0.852;10.498
2023-10-24 13:45:00;5780.667;11352.311;11059.989;10927.878;11713.689;11359.667;;11366.833;11234.367;11499.933;11395.200;10868.200;10843.589;11697.855;12920.127;147519.638;49.640;0.824;10.511
2023-10-24 14:00:00;5958.722;11647.300;11407.533;11257.989;12084.400;11694.145;;11685.578;11537.467;11837.600;11732.300;11215.789;11165.122;12072.689;12878.723;152165.070;51.493;0.717;10.561
2023-10-24 14:15:00;7348.033;14297.089;13982.755;13824.133;14821.311;14305.100;;14309.233;14139.533;14451.733;14354.367;13750.855;13658.733;14786.333;12926.279;187615.628;62.523;0.959;10.789
2023-10-24 14:30:00;7620.200;14768.100;14531.600;14326.778;15408.833;14820.533;;14784.767;14646.833;14975.800;14800.400;14256.433;14116.300;15346.545;12906.732;194462.857;64.734;1.025;10.841
2023-10-24 14:45:00;8390.767;16325.700;16046.489;15832.067;16990.967;16358.400;;16305.333;16146.733;16527.333;16364.600;15740.567;15635.533;16956.433;12951.725;215008.615;71.848;0.829;11.149
2023-10-24 15:00:00;6907.500;13463.000;13165.678;13052.111;13890.267;13521.522;;13508.633;13381.167;13637.567;13507.133;13020.889;12902.545;13968.833;12975.369;176258.940;59.622;0.922;11.270
2023-10-24 15:15:00;3701.067;7585.633;7507.745;7379.367;7996.178;7576.767;;7482.133;7344.067;7573.267;7524.567;7376.689;7261.878;7954.155;12932.679;96814.897;34.493;0.631;10.828
2023-10-24 15:30:00;4191.133;8394.111;8189.400;8086.644;8677.545;8401.367;;8375.667;8268.700;8503.167;8448.833;8082.322;8022.022;8737.300;12953.456;107465.723;38.014;0.770;10.588
2023-10-24 15:45:00;3933.167;7923.467;7667.289;7591.433;8094.789;7952.600;;7936.067;7816.367;8072.633;7967.900;7585.200;7522.400;8189.133;12937.226;101198.569;36.343;0.665;10.389
2023-10-24 16:00:00;3808.067;7663.611;7473.100;7409.400;7930.355;7724.800;;7653.433;7518.655;7732.233;7703.011;7419.467;7310.478;7979.178;12926.825;97983.761;35.631;0.654;10.427
2023-10-24 16:15:00;3109.100;6252.845;6027.233;6046.589;6391.400;6328.667;;6385.233;6242.600;6477.300;6325.533;6008.378;5921.755;6439.078;12935.847;79326.897;29.501;0.693;10.394
2023-10-24 16:30:00;2244.200;4651.245;4567.867;4447.133;4775.322;4664.700;;4583.567;4545.389;4688.600;4676.900;4521.367;4442.678;4834.156;12940.914;57396.880;22.836;1.029;10.184
2023-10-24 16:45:00;1232.500;2756.711;2650.355;2573.933;2799.867;2762.767;;2742.133;2660.500;2802.267;2772.167;2609.878;2504.833;2887.655;12938.076;32753.273;14.995;0.600;10.103
2023-10-24 17:00:00;906.300;2054.433;1964.989;1922.400;1963.978;2028.022;;2064.800;1995.811;2065.867;2003.367;1930.355;1940.722;2134.567;12909.245;23436.626;11.734;0.460;10.027
2023-10-24 17:15:00;725.300;1469.633;1369.945;1339.955;1409.233;1454.433;;1477.833;1397.400;1498.367;1488.033;1358.767;1375.333;1470.411;12871.544;16047.113;9.055;0.654;10.005
2023-10-24 17:30:00;434.800;807.467;730.855;730.200;666.655;774.300;;818.200;762.255;799.567;837.700;721.167;774.622;836.767;12910.717;7420.075;5.278;0.639;9.917
2023-10-24 17:45:00;142.000;377.733;312.322;316.078;263.789;384.433;;383.433;348.333;373.700;347.867;309.867;316.867;343.433;12938.504;1425.249;2.269;0.609;9.785
2023-10-24 18:00:00;65.967;111.800;84.900;84.933;62.133;104.567;;118.800;67.967;93.433;104.100;107.033;114.689;100.078;12877.357;-2155.703;0.445;0.228;9.495
2023-10-24 18:15:00;20.000;22.100;21.167;24.500;20.000;24.633;;23.833;21.867;25.800;21.867;20.933;23.611;22.100;12926.303;-3593.441;0.000;0.503;9.334
2023-10-24 18:30:00;28.750;20.000;27.778;20.000;43.333;20.000;;20.000;22.878;22.333;22.333;21.167;20.000;20.000;12902.183;-3695.063;-0.191;0.297;9.212
2023-10-24 18:45:00;;;;;;;;;;;;;;;12893.645;-2295.535;-0.493;0.459;9.111
2023-10-24 19:00:00;;;;;;;;;;;;;;;12903.973;-2315.335;-0.207;0.401;9.023
2023-10-24 19:15:00;;;;;;;;;;;;;;;12946.407;-2335.120;-0.106;0.730;8.952
2023-10-24 19:30:00;;;;;;;;;;;;;;;12941.465;-2292.177;0.000;0.691;8.932
2023-10-24 19:45:00;;;;;;;;;;;;;;;12953.521;-2201.175;0.000;0.717;8.884
2023-10-24 20:00:00;;;;;;;;;;;;;;;12953.903;-2164.919;0.000;0.599;8.810
2023-10-24 20:15:00;;;;;;;;;;;;;;;12907.424;-2250.746;-0.022;0.774;8.718
2023-10-24 20:30:00;;;;;;;;;;;;;;;12864.971;-2227.197;0.000;0.728;8.717
2023-10-24 20:45:00;;;;;;;;;;;;;;;12884.463;-2260.544;0.000;0.707;8.774
2023-10-24 21:00:00;;;;;;;;;;;;;;;12905.960;-2299.889;0.000;1.861;8.967
2023-10-24 21:15:00;;;;;;;;;;;;;;;12903.558;-2232.717;0.000;1.577;9.004
2023-10-24 21:30:00;;;;;;;;;;;;;;;12870.210;-2262.563;0.000;1.580;8.983
2023-10-24 21:45:00;;;;;;;;;;;;;;;12895.623;-2308.200;0.000;1.251;8.971
2023-10-24 22:00:00;;;;;;;;;;;;;;;12874.193;-2261.353;0.000;1.475;9.038
2023-10-24 22:15:00;;;;;;;;;;;;;;;12920.760;-2291.417;-0.247;2.155;9.040
2023-10-24 22:30:00;;;;;;;;;;;;;;;12912.271;-2297.567;-0.741;2.349;8.630
2023-10-24 22:45:00;;;;;;;;;;;;;;;12908.892;-2318.577;-0.344;1.270;8.380
2023-10-24 23:00:00;;;;;;;;;;;;;;;12919.824;-2317.648;0.000;1.603;8.256
2023-10-24 23:15:00;;;;;;;;;;;;;;;12894.693;-2304.925;-0.684;1.601;8.018
2023-10-24 23:30:00;;;;;;;;;;;;;;;12927.695;-2296.065;-0.612;1.267;7.741
2023-10-24 23:45:00;;;;;;;;;;;;;;;12909.195;-2323.393;-0.753;1.423;7.431
2023-10-25 00:00:00;;;;;;;;;;;;;;;12908.487;-2345.851;-0.805;1.739;7.499
2023-10-25 00:15:00;;;;;;;;;;;;;;;12909.671;-2325.594;-2.524;1.491;6.693
2023-10-25 00:30:00;;;;;;;;;;;;;;;12927.691;-2300.799;-2.234;1.083;6.000
2023-10-25 00:45:00;;;;;;;;;;;;;;;12896.185;-2334.505;-2.327;1.010;5.671
2023-10-25 01:00:00;;;;;;;;;;;;;;;12902.967;-2310.945;-1.921;0.813;5.155
2023-10-25 01:15:00;;;;;;;;;;;;;;;12871.759;-2287.417;-1.383;1.109;5.508
2023-10-25 01:30:00;;;;;;;;;;;;;;;12912.684;-2302.924;-0.205;1.501;6.328
2023-10-25 01:45:00;;;;;;;;;;;;;;;12926.913;-2332.340;-2.567;0.935;5.381
2023-10-25 02:00:00;;;;;;;;;;;;;;;12920.577;-2326.691;0.092;1.637;6.063
2023-10-25 02:15:00;;;;;;;;;;;;;;;12914.013;-2313.091;0.356;2.074;6.721
2023-10-25 02:30:00;;;;;;;;;;;;;;;12907.356;-2311.233;-0.780;1.560;6.510
2023-10-25 02:45:00;;;;;;;;;;;;;;;12881.185;-2348.737;-2.129;0.781;5.968
2023-10-25 03:00:00;;;;;;;;;;;;;;;12884.589;-2299.918;-1.951;0.871;5.304
2023-10-25 03:15:00;;;;;;;;;;;;;;;12903.249;-2334.914;-1.889;0.925;5.175
2023-10-25 03:30:00;;;;;;;;;;;;;;;12890.995;-2298.107;-1.847;0.453;4.700
2023-10-25 03:45:00;;;;;;;;;;;;;;;12861.880;-2322.449;-0.830;0.363;4.668
2023-10-25 04:00:00;;;;;;;;;;;;;;;12865.188;-2345.777;0.000;0.720;5.401
2023-10-25 04:15:00;;;;;;;;;;;;;;;12896.547;-2301.713;0.000;0.753;5.869
2023-10-25 04:30:00;;;;;;;;;;;;;;;12897.029;-2294.674;0.261;1.271;5.980
2023-10-25 04:45:00;;;;;;;;;;;;;;;12872.543;-2311.958;-0.325;1.615;6.386
2023-10-25 05:00:00;;;;;;;;;;;;;;;12860.192;-2223.682;-1.575;0.887;5.821
2023-10-25 05:15:00;;;;;;;;;;;;;;;12858.126;-2300.414;-1.607;0.693;5.275
2023-10-25 05:30:00;;;;;;;;;;;;;;;12850.767;-2270.148;0.000;0.499;5.756
2023-10-25 05:45:00;;;;;;;;;;;;;;;12906.299;-2207.409;0.000;0.657;6.319
2023-10-25 06:00:00;;;;;;;;;;;;;;;12907.270;-2233.203;-0.294;1.033;6.385
2023-10-25 06:15:00;;;;;;;;;;;;;;;12939.511;-2242.372;-0.815;1.001;5.986
2023-10-25 06:30:00;;;;;;;;;;;;;;;12888.698;-2235.463;0.000;1.239;6.325
2023-10-25 06:45:00;;;;;;;;;;;;;;;12937.741;-2188.143;-0.239;1.507;6.305
2023-10-25 07:00:00;;;;;;;;;;;;;;;12956.496;-2204.712;-1.151;1.615;6.007
2023-10-25 07:15:00;;;;;;;;;;;;;;;12945.665;-2149.835;-0.565;0.821;5.965
2023-10-25 07:30:00;;;;;;;;;;;;;;;12901.599;-2085.318;0.000;0.886;6.133
2023-10-25 07:45:00;210.400;331.217;345.983;332.750;319.575;353.350;;391.050;764.950;359.950;295.650;277.050;331.125;334.975;12912.338;590.939;0.245;0.631;5.665
2023-10-25 08:00:00;399.267;808.767;686.367;716.600;693.700;752.567;;828.100;746.067;790.433;805.500;721.345;732.255;792.978;12917.409;8723.136;4.173;0.317;5.209
2023-10-25 08:15:00;391.233;854.600;789.667;769.833;835.355;867.400;;841.567;848.600;845.000;875.567;833.100;794.133;879.189;12921.076;9674.625;5.761;0.831;5.777
2023-10-25 08:30:00;625.700;1221.878;1187.622;1188.655;1261.800;1213.767;;1274.233;1227.767;1319.567;1258.567;1167.978;1209.067;1295.967;12894.967;15210.318;8.693;1.060;6.282
2023-10-25 08:45:00;1830.900;3890.344;3893.667;3782.478;4131.322;3888.133;;3833.633;3719.900;3824.833;3815.867;3774.833;3791.667;4113.622;12964.572;50001.037;21.704;0.457;6.429
2023-10-25 09:00:00;11313.700;22756.967;23324.689;22501.178;23781.100;22460.667;;22095.100;21894.067;22417.300;22413.267;22778.245;21961.711;24573.533;12987.610;303673.091;102.603;0.882;7.154
2023-10-25 09:15:00;4308.967;8757.211;8667.033;8695.211;8865.278;8610.567;;8593.933;8567.633;8834.167;8469.800;8802.100;8519.833;9402.845;12923.655;113972.263;45.436;0.685;8.463
2023-10-25 09:30:00;14535.433;27772.833;27621.622;27217.189;28187.267;27633.067;;27844.767;27657.367;28372.500;27683.367;27475.345;26670.867;29291.100;12920.335;373770.705;131.407;0.733;9.241
2023-10-25 09:45:00;18572.067;33699.167;33320.711;32765.767;32969.333;33676.400;;34610.500;34876.833;35650.300;34002.767;33199.911;32625.144;35702.245;12882.249;458998.073;158.065;0.521;10.891
2023-10-25 10:00:00;7195.233;13992.467;13672.700;13525.033;14461.633;13983.667;;14033.733;13890.667;14235.533;14032.800;13456.967;13410.845;14470.511;12876.817;184582.616;60.475;0.624;9.783
2023-10-25 10:15:00;5068.867;10227.489;10306.767;9999.200;10824.067;10168.733;;10064.167;9962.633;10229.700;10120.100;10059.556;9870.911;10830.100;12952.289;133505.447;44.673;0.637;9.121
2023-10-25 10:30:00;502.500;1029.445;976.878;950.755;972.633;1034.933;;1032.133;1019.033;1029.533;1037.267;967.200;996.800;1085.033;12982.577;11189.812;6.231;0.271;7.858
2023-10-25 10:45:00;3692.267;7277.489;7104.633;7011.555;7465.889;7316.633;;7309.633;7183.000;7386.400;7293.300;6927.700;6958.133;7515.611;12981.960;94838.530;31.264;0.895;7.363
2023-10-25 11:00:00;3017.267;5972.155;5761.322;5729.700;5967.233;6019.567;;6111.933;6010.667;6237.467;6067.000;5752.455;5642.955;6219.033;12945.646;76984.519;27.568;1.325;7.445
2023-10-25 11:15:00;4946.933;9445.211;9108.067;8977.545;9708.578;9523.433;;9581.567;9465.867;9755.100;9549.367;9034.145;9002.478;9648.389;12980.017;124558.919;44.047;2.116;6.885
2023-10-25 11:30:00;12708.167;23702.845;22766.400;22751.555;24004.078;23939.833;;24235.467;24062.200;24660.467;24178.333;22547.700;22610.467;24142.333;12936.245;317162.204;106.111;1.575;7.901
2023-10-25 11:45:00;5478.189;10086.733;9499.633;9697.978;9642.589;10357.233;;10589.711;10596.700;10953.700;10440.900;9649.233;9651.278;10215.745;12870.195;133289.951;46.057;1.780;8.321
2023-10-25 12:00:00;5788.833;11296.122;10957.455;10865.655;11869.033;11391.200;;11455.867;11254.067;11472.833;11468.100;10869.955;10803.500;11620.578;12945.829;149649.587;51.191;3.285;6.856
2023-10-25 12:15:00;32159.400;60917.355;59567.667;58753.611;62960.589;60893.467;;61533.067;61052.367;62359.600;61737.400;58602.467;58306.500;62834.278;12987.531;824912.967;268.391;2.737;8.793
2023-10-25 12:30:00;26350.533;50254.889;48961.100;48596.800;51366.078;50142.800;;50350.200;49983.733;51235.233;50255.300;48473.111;48069.122;51953.911;12878.251;675204.317;220.497;2.186;10.106
2023-10-25 12:45:00;12134.333;23102.000;22405.233;22361.611;23363.500;23117.633;;23231.267;23113.700;23725.133;23127.000;22208.245;22034.733;23795.622;12859.249;306672.611;100.457;1.407;9.183
2023-10-25 13:00:00;5952.200;11387.989;10942.033;10929.978;11569.267;11491.567;;11575.133;11475.933;11785.033;11561.633;10879.755;10883.033;11669.022;12882.749;148918.385;48.950;1.709;8.042
2023-10-25 13:15:00;5791.867;11248.222;10953.655;10875.967;11617.178;11308.067;;11300.067;11178.133;11479.167;11371.533;10812.233;10776.278;11649.567;12895.752;147097.066;49.858;1.960;7.739
2023-10-25 13:30:00;8643.733;16806.700;16629.655;16384.300;17616.422;16900.067;;16850.767;16636.967;17015.267;16895.867;16282.378;16149.533;17522.500;12900.234;222918.459;72.835;2.095;7.859
2023-10-25 13:45:00;7418.400;14491.933;14265.578;14063.044;15070.989;14507.500;;14465.278;14323.300;14637.167;14548.667;13994.222;13868.533;15106.989;12945.543;190938.181;62.501;2.200;7.804
2023-10-25 14:00:00;6518.933;12820.633;12660.445;12443.922;13461.422;12860.333;;12818.100;12658.267;12927.600;12858.867;12453.300;12327.555;13415.978;12875.027;169219.898;55.587;2.033;7.329
2023-10-25 14:15:00;13873.167;27052.911;26735.878;26201.789;28400.200;26965.700;;26915.000;26548.067;27042.867;26999.745;26172.245;25902.733;28213.367;12934.365;360824.661;117.690;1.977;7.769
2023-10-25 14:30:00;18174.033;35015.078;34358.000;33934.889;36456.300;35050.300;;35031.033;34646.633;35348.267;35163.033;33748.333;33555.255;36319.822;12951.384;469764.113;153.540;2.163;8.340
2023-10-25 14:45:00;30480.233;58611.900;57058.811;56459.400;60297.255;58659.300;;58803.867;58200.600;59310.533;58574.100;55920.233;56021.422;59865.067;12956.053;787335.785;258.021;2.635;9.418
2023-10-25 15:00:00;19203.800;37150.100;36756.655;36120.333;38773.833;37086.800;;37124.033;36701.100;37467.033;37201.867;36046.333;35751.055;38753.289;12890.312;498909.437;161.955;2.321;9.489
2023-10-25 15:15:00;43564.567;86997.200;85694.367;84067.833;92631.033;86778.267;;85790.867;84582.567;85904.067;86298.000;83300.900;83935.700;89866.500;12953.240;1166291.521;382.137;1.999;11.381
2023-10-25 15:30:00;39782.100;78013.800;76280.089;75566.267;81972.200;78943.800;;78288.267;77086.433;79383.433;78347.500;74986.933;75615.567;80027.200;12951.298;1050414.548;349.197;1.858;14.105
2023-10-25 15:45:00;47212.633;97095.111;96717.756;93798.100;106486.600;96804.400;;96183.067;94542.933;96142.200;96052.267;92845.300;93350.133;100236.000;12973.057;1309171.544;435.413;1.104;15.842
2023-10-25 16:00:00;43455.300;94497.100;92900.100;90421.522;102703.433;94593.867;;94531.333;92652.600;93282.733;93526.233;88903.478;90881.900;96295.255;12925.711;1266316.938;425.046;1.412;17.860
2023-10-25 16:15:00;30515.067;70414.333;71105.355;67784.278;79469.045;70584.200;;70504.667;68810.500;67748.333;69735.867;66519.933;67808.322;72592.122;12858.244;939858.080;311.591;1.446;18.129
2023-10-25 16:30:00;14197.467;26879.055;26143.433;25807.322;27728.233;26956.000;;27397.000;27257.433;27666.400;27021.200;25599.389;25647.400;27503.822;12870.389;360735.303;121.428;0.978;12.893
2023-10-25 16:45:00;8987.433;17145.933;16874.323;16554.289;17822.133;17224.500;;17474.200;17359.411;17678.200;17303.800;16545.567;16458.233;17751.055;12942.788;228496.672;78.957;0.911;11.173
2023-10-25 17:00:00;6918.033;13435.100;13186.333;13000.667;13946.955;13446.567;;13527.300;13403.567;13676.367;13515.933;12938.245;12885.333;13906.100;12876.073;176678.896;62.430;0.829;10.623
2023-10-25 17:15:00;6309.833;12057.411;11709.044;11597.989;12340.533;12188.978;;12292.333;12170.733;12469.400;12226.167;11552.733;11546.889;12416.655;12883.695;158313.556;55.535;0.750;10.659
2023-10-25 17:30:00;5468.333;10460.845;10066.433;10016.945;10572.345;10562.933;;10710.367;10651.333;10901.967;10634.733;9978.345;9969.033;10758.945;12884.157;136502.895;47.434;0.647;10.059
2023-10-25 17:45:00;1591.533;3614.422;3490.867;3432.233;3774.700;3629.000;;3583.300;3529.533;3548.000;3596.133;3409.944;3403.100;3744.933;12879.731;43685.608;17.010;0.440;8.486
2023-10-25 18:00:00;886.300;1906.900;1790.111;1798.600;1893.300;1919.933;;1956.700;1859.433;1967.533;1944.467;1801.078;1794.178;1972.900;12836.621;22077.824;7.977;0.349;6.517
2023-10-25 18:15:00;299.089;663.067;596.211;616.933;567.478;634.700;;660.833;641.300;662.367;655.933;610.833;633.611;660.622;12913.602;5543.303;1.447;0.547;5.609
2023-10-25 18:30:00;55.233;92.333;72.522;108.289;69.733;98.967;;104.900;72.633;86.233;91.800;109.045;79.900;78.300;12879.941;-2838.884;-0.973;0.575;5.215
2023-10-25 18:45:00;20.000;20.000;19.500;20.000;20.000;17.778;;20.000;16.667;20.000;17.778;16.667;20.000;17.777;12882.613;-4243.708;-1.412;0.399;5.311
2023-10-25 19:00:00;;;;;;;;;;;;;;;12864.889;-2276.360;-1.104;0.695;5.567
2023-10-25 19:15:00;;;;;;;;;;;;;;;12908.557;-2267.023;-0.743;0.803;5.677
2023-10-25 19:30:00;;;;;;;;;;;;;;;12928.974;-2216.073;-1.736;1.077;5.379
2023-10-25 19:45:00;;;;;;;;;;;;;;;12918.025;-2240.469;-2.352;0.980;4.793
2023-10-25 20:00:00;;;;;;;;;;;;;;;12921.989;-2237.091;-2.800;0.728;4.258
2023-10-25 20:15:00;;;;;;;;;;;;;;;12954.480;-2204.814;-2.406;0.691;4.166
2023-10-25 20:30:00;;;;;;;;;;;;;;;12921.573;-2149.358;-2.980;0.753;3.419
2023-10-25 20:45:00;;;;;;;;;;;;;;;12937.702;-2211.763;-1.279;0.747;3.659
2023-10-25 21:00:00;;;;;;;;;;;;;;;12921.427;-2290.867;-0.467;1.229;4.216
2023-10-25 21:15:00;;;;;;;;;;;;;;;12933.767;-2288.369;-2.331;0.840;3.509
2023-10-25 21:30:00;;;;;;;;;;;;;;;12865.217;-2220.805;-2.956;0.329;2.400
2023-10-25 21:45:00;;;;;;;;;;;;;;;12891.317;-2290.215;-0.225;0.457;2.925
2023-10-25 22:00:00;;;;;;;;;;;;;;;12903.230;-2319.425;-0.313;0.723;3.757
2023-10-25 22:15:00;;;;;;;;;;;;;;;12967.809;-2289.635;-1.662;0.296;3.265
2023-10-25 22:30:00;;;;;;;;;;;;;;;12875.969;-2321.763;-0.291;0.449;3.286
2023-10-25 22:45:00;;;;;;;;;;;;;;;12852.870;-2273.558;-0.889;0.659;3.320
2023-10-25 23:00:00;;;;;;;;;;;;;;;12866.558;-2257.824;-0.844;0.830;3.049
2023-10-25 23:15:00;;;;;;;;;;;;;;;12933.127;-2245.075;0.000;0.361;3.374
2023-10-25 23:30:00;;;;;;;;;;;;;;;12962.861;-2286.055;0.510;1.125;3.976
2023-10-25 23:45:00;;;;;;;;;;;;;;;12947.391;-2352.495;0.000;1.385;4.064
2023-10-26 00:00:00;;;;;;;;;;;;;;;12939.644;-2322.111;-0.508;1.533;3.804
2023-10-26 00:15:00;;;;;;;;;;;;;;;12889.241;-2331.879;0.000;1.215;3.601
2023-10-26 00:30:00;;;;;;;;;;;;;;;12894.543;-2345.256;-0.049;0.359;3.499
2023-10-26 00:45:00;;;;;;;;;;;;;;;12932.953;-2368.759;0.000;0.517;3.480
2023-10-26 01:00:00;;;;;;;;;;;;;;;12870.658;-2314.343;0.000;0.182;3.541
2023-10-26 01:15:00;;;;;;;;;;;;;;;12868.967;-2301.089;-0.020;0.321;3.534
2023-10-26 01:30:00;;;;;;;;;;;;;;;12890.582;-2329.099;-0.635;0.627;3.251
2023-10-26 01:45:00;;;;;;;;;;;;;;;12885.708;-2288.691;-0.399;0.843;3.029
2023-10-26 02:00:00;;;;;;;;;;;;;;;12874.709;-2294.839;-0.054;1.271;2.845
2023-10-26 02:15:00;;;;;;;;;;;;;;;12902.621;-2315.423;-0.727;1.182;2.545
2023-10-26 02:30:00;;;;;;;;;;;;;;;12891.237;-2284.383;-0.249;0.805;2.439
2023-10-26 02:45:00;;;;;;;;;;;;;;;12925.406;-2368.465;0.000;0.443;2.587
2023-10-26 03:00:00;;;;;;;;;;;;;;;12908.536;-2352.405;0.000;0.564;2.552
2023-10-26 03:15:00;;;;;;;;;;;;;;;12907.023;-2374.734;0.000;1.180;2.431
2023-10-26 03:30:00;;;;;;;;;;;;;;;12889.341;-2311.051;0.000;0.834;2.399
2023-10-26 03:45:00;;;;;;;;;;;;;;;12898.223;-2318.504;-0.389;0.521;2.235
2023-10-26 04:00:00;;;;;;;;;;;;;;;12877.316;-2276.699;-0.294;0.761;2.046
2023-10-26 04:15:00;;;;;;;;;;;;;;;12921.508;-2271.398;0.000;1.089;1.993
2023-10-26 04:30:00;;;;;;;;;;;;;;;12925.298;-2272.724;0.000;1.224;1.888
2023-10-26 04:45:00;;;;;;;;;;;;;;;12898.845;-2267.827;0.000;0.991;1.935
2023-10-26 05:00:00;;;;;;;;;;;;;;;12849.337;-2273.319;0.000;0.266;2.229
2023-10-26 05:15:00;;;;;;;;;;;;;;;12852.944;-2279.356;0.000;0.885;2.271
2023-10-26 05:30:00;;;;;;;;;;;;;;;12859.667;-2291.340;0.000;0.434;2.413
2023-10-26 05:45:00;;;;;;;;;;;;;;;12875.031;-2230.320;0.000;0.211;2.571
2023-10-26 06:00:00;;;;;;;;;;;;;;;12893.629;-2289.994;0.000;0.277;2.755
2023-10-26 06:15:00;;;;;;;;;;;;;;;12950.986;-2198.065;0.000;0.710;2.851
2023-10-26 06:30:00;;;;;;;;;;;;;;;12983.771;-2250.448;0.000;0.500;2.866
2023-10-26 06:45:00;;;;;;;;;;;;;;;12933.922;-2259.609;0.000;0.897;2.680
2023-10-26 07:00:00;;;;;;;;;;;;;;;12961.087;-2273.776;-0.007;0.978;2.457
2023-10-26 07:15:00;;;;;;;;;;;;;;;12903.303;-2214.032;0.000;0.660;2.593
2023-10-26 07:30:00;;;;;;;;;;;;;;;12907.923;-2176.547;0.000;0.694;2.787
2023-10-26 07:45:00;106.293;142.583;125.188;102.750;105.167;142.500;;151.850;173.350;130.500;129.100;125.000;100.200;128.250;12902.986;-963.407;1.000;0.755;2.825
2023-10-26 08:00:00;520.833;1054.811;990.055;966.911;1024.633;1066.833;;1098.667;1100.367;1137.067;1076.500;991.355;993.889;1074.667;12908.798;12714.487;7.235;1.217;2.991
2023-10-26 08:15:00;1471.767;2971.478;2779.433;2854.355;2940.667;2988.633;;3032.600;3037.167;3192.900;3074.867;2815.300;2858.933;3036.622;12948.886;37980.847;17.097;0.991;3.154
2023-10-26 08:30:00;2042.567;4177.533;4051.311;4001.655;4307.222;4247.900;;4240.200;4174.833;4359.167;4253.167;4103.489;3962.167;4392.367;12933.864;53981.179;23.398;0.249;3.742
2023-10-26 08:45:00;3524.733;6859.989;6094.000;6429.422;6355.033;6962.700;;7034.900;6957.200;7134.567;7024.445;6313.200;6456.767;6651.555;12965.247;87684.456;35.779;0.299;4.407
2023-10-26 09:00:00;5373.600;10584.255;10407.033;10268.467;11032.645;10667.133;;10672.467;10612.567;10772.400;10700.933;10271.222;10139.700;11059.133;12964.463;139078.276;51.881;0.458;5.046
2023-10-26 09:15:00;4197.167;8365.045;7847.533;7956.445;8397.045;8397.567;;8420.867;8272.733;8503.633;8407.467;7901.567;7882.778;8463.133;12988.457;107063.247;40.957;0.898;5.185
2023-10-26 09:30:00;4621.767;9144.333;8999.011;8856.955;9494.689;9194.033;;9176.933;9063.633;9328.433;9175.467;8831.411;8736.133;9562.700;12934.687;118966.131;44.775;0.817;4.985
2023-10-26 09:45:00;5761.145;10951.633;10520.567;10323.555;11120.733;11132.467;;11314.633;11177.333;11435.233;11299.833;10332.378;10365.878;11198.767;12939.007;143583.112;50.020;0.737;5.401
2023-10-26 10:00:00;8610.700;16792.900;16412.733;16216.100;17324.333;16848.300;;16765.467;16581.833;16935.933;16871.467;16075.855;16061.422;17318.233;12959.409;221156.288;77.827;1.185;5.613
2023-10-26 10:15:00;7744.600;15363.789;15257.333;15047.267;16159.200;15344.900;;15134.033;14938.167;15267.800;15264.767;14984.600;14809.855;16113.333;13029.839;201540.245;72.819;1.003;6.001
2023-10-26 10:30:00;7410.700;15378.745;15912.455;15329.300;17020.089;15235.467;;14658.933;14423.233;14705.000;15050.667;15362.733;14968.245;16680.133;13038.117;202250.331;72.238;0.753;6.391
